-8530.491319,-4278.910942,-4207.700292,-4088.586762,-3870.428348,-3552.225186,-3242.395566,-3000.690433,-2798.782867,-2594.492122,-2394.019061,-2207.113078,-2061.323442,-1986.821627,-1961.969211,-1949.954568,-1942.909295,-1941.057039,-1940.532014
19,,,,,,,,,,,,,,,,,,
