-1.880403278710497617e+00,-1.646094853086160548e+00,-1.037980227147720313e+01,-2.318002351576190279e+00,-3.118346132442129992e+00,-3.698234833681853573e+00,-2.852609341812499366e+00,-2.226539275770723414e+00,-2.070567381816090347e+00,-1.632386968117280901e+00
-2.075233762578911012e+00,-1.947787670311067032e+00,-3.167254406894230101e+00,-1.484035954102656873e+00,-5.013923681953524003e+00,-2.002709354067525815e+00,-2.357526776814973246e+00,-1.997845236463001939e+00,-3.382671400447620158e+00,-2.861339524176745641e+00
-1.717499694851935210e+00,-1.867596213856903553e+00,-2.975405097089064199e+00,-2.216833255054715401e+00,-1.903056988861715482e+00,-2.005474126927745182e+00,-4.298004397168585733e+00,-5.088971478326103082e+00,-3.634675462594972650e+00,-1.736421857459204965e+00
-3.789328552482977841e+00,-2.550674507298552385e+00,-1.683440308145518038e+00,-2.340779097127208885e+00,-1.890687926486673831e+00,-2.809619644996078414e+00,-2.159399426910955988e+00,-1.989573257397105444e+00,-5.607331315417987128e+00,-1.894730509204165081e+00
-1.375119737479942650e+00,-1.960748575656747761e+00,-2.946666175253064068e+00,-1.852738993529206901e+00,-3.818329959208268676e+00,-2.549569564446683145e+00,-1.842025239397658609e+00,-2.917220103036451739e+00,-2.890237955691409510e+00,-3.544141077073263979e+00
-5.063076934528853101e+00,-1.802785417694843240e+00,-2.903628123236416059e+00,-2.618714167483067179e+00,-1.939928882349532202e+00,-4.398831998516178565e+00,-2.026028790560140180e+00,-3.205618227162871925e+00,-1.870251675303610917e+00,-1.520366895509186023e+00
-3.746139950365993343e+00,-2.536734717064286215e+00,-1.994592924785371757e+00,-2.341709681117929875e+00,-4.470494653765163307e+00,-2.368285678576813602e+00,-2.132025210161074824e+00,-2.214302955982487831e+00,-1.587840431353900073e+00,-2.057608908228381495e+00
-1.591199177123530539e+00,-3.625184082076494896e+00,-3.510775331388233056e+00,-2.085250160495891514e+00,-2.469554319718540114e+00,-3.404528099926156237e+00,-1.808654309616890110e+00,-2.882842686556078782e+00,-1.898099516584306201e+00,-2.055907129125292165e+00
-1.787415357669705607e+00,-2.453158189285778334e+00,-2.219421124477539031e+00,-2.813699172478091093e+00,-3.098321269805079936e+00,-2.225246662792051744e+00,-2.904100251277760947e+00,-1.818984249235495732e+00,-2.265609896313923066e+00,-2.263261587220060100e+00
-3.669146494402608205e+00,-1.617298311949855183e+00,-2.304106487322520103e+00,-2.004768618460840202e+00,-2.274400829236860488e+00,-3.088227801614635837e+00,-1.847139016393960276e+00,-2.127793551022357121e+00,-7.307731036995901874e+00,-2.157366025703709944e+00
