,6dGul,All,AllA,AllNAc,D-6dAlt,D-Alt,D-Fuc,Fuc,Gal,Gal3Me,Gal3S,Gal4Me,Gal6Me,Gal6N,GalNAc,GalNAc3/4S,GalNAc3S,GalNAc4S,Galf,Glc,GlcA,GlcA6S,GlcN,GlcNAc,GlcNAc3S,GlcNAc6S,Gul,Kdn,L-6dGul,L-6dTal,L-Xyl,Man,Man4S,Man6P,ManNAc,ManNAc3S,ManNAc6S,Neu,Neu5Ac,Neu5Ac4Ac,Neu5Ac9Ac,Neu5Gc,Tal,Tyv,Xyl,Xylf
0,-1093.386960107535464312487948,-27.94529343780683923546450985,-1265.331000125323333055539842,-6.723602949169200125441224070,-1053.432813706982905248978932,-43.89918507104784140410054783,-791.3928225327191163994530038,-256.3319028971508263633104808,-41.89274819950884230698128196,-1498.749901887207875990435442,-273.3595885295098003755743566,-2546.606494180788624689593131,-186.8156637627794070009347720,-606.4706475665477444128125144,-226.2751990516313145017381190,-182.0097191556927286748947722,-224.8658276752170433032578744,-192.6965756640863812674909444,-6.410935061580332575444483890,-18.90150803394449925507722978,-934.1316739247620851141808074,-943.3981109455830926772273896,-288.4708998576104458152306818,-5.089362198254176744268284675,-318.3704456620173357552420442,-77.10344260434364560428242952,-667.1242976755050414687201020,-952.0951703773558200439988786,-1091.367672821235010872157089,-875.7507947892460071498352996,-8.333052434971570674561607850,-0.030493309595837408290900120,-8.333778875860519165247447860,-7.643136109832068289577747850,-6.117860368710074792541753603,-318.7342259442551307552420442,-255.6290929254693186408347382,-959.4832384103202191021878100,-264.8168318597862226257001418,-956.7946556800027680495621856,-960.9942546430990042897749542,-934.6808721980708795872884936,-512.2809248737668590952358356,-1440.021246312741101238384424,-4.290466985754831011950337680,-5.481345499752876434895937746
1,-802.0831273370595754511000000,-259.0097767333691067914564020,-7.81492292902061591167945863,-90.4406861700561011646644886,-7.81415197385413463619669501,-1140.843705244362519995309149,-6.02575890296855484733357025,-2.91005536120700139004936507,-2.162221572482860462285106576,-3.75447991847419811231859012,-116.3476116348713014157732347,-6.71631064035252194036319497,-121.6939061122684409553847902,-113.4403484642074130298527734,-4.45858795069962482523604659,-121.9669888436803758785674167,-120.0552792302477577359814923,-118.8966164524319815608736382,-363.7123026984662779040696147,-5.00601047077913517985723633,-3.964775327310579345501559217,-6.42862856790075575841364737,-696.7571244606669405733784610,-41.02863927478267994220478237,-695.1232900098317133925955961,-511.5555953682479593494695553,-7.80940536853365352943263636,-2.467815398303170756661159863,-172.9264121373988422565684048,-6.71583251068308153015021875,-1958.741987822497668611205229,-210.5999661664226397569763021,-1705.544479339484043353513044,-344.6656024331278323469019236,-71.40352868131706850972727203,-693.9340438255245709925955961,-689.6073453879820882435045537,-5.73548138734080100295577625,-0.61449803735013323510766003,-5.51233783602660606280904195,-6.42862856790074954246548485,-2.09133782706825779444638481,-6.42299845914053464548001798,-6.02316345979258871608771463,-1974.660637500245735865390446,-1950.783195453087617160523943
2,-179.8411042826625590682717234,-577.4552835610084780340718866,-705.7383678041725736590694571,-145.7628173807300770835215949,-8.054236290789404171361975026,-134.1343556378462370663686004,-136.5451028912189644288968086,-133.1893557990395195454432184,-38.87038859122144918298611316,-685.6361501556103640712531616,-337.1363527449375333854759538,-664.6570514955527512798908019,-543.4198728206564443997896424,-324.1921165923402739212133045,-33.47894188082111605857880362,-539.5430644074581818214545544,-540.4128090972474156880588781,-541.5653049202428229046435403,-144.6818546813004527960773671,-489.1780508075561330278448753,-703.9328394078703135752407445,-708.5521172571387768911677515,-584.5619223086086570083947906,-0.000833332776982245165856886,-594.3043399580072222525311369,-222.1449819596958495486038657,-448.2787513435718845461462448,-214.4138369037294735914898283,-41.04958703549680705388379460,-7.570891956580537883109996946,-560.9582515611873155264239255,-43.22409883176165624534496139,-471.4868986726029906041639068,-495.2213947414633110702460846,-59.52358307160126045551966677,-593.2773253538904770525311371,-253.3871242039876152544824894,-713.8070959123514350899635844,-218.0530420722508456492942017,-710.0109250159893157067492916,-705.5552535225964272287994143,-227.8586593598249432417573500,-289.6600391209009593030065529,-511.2936753576061221904951491,-558.5785338307492796836994890,-560.5529349138502165941946173
3,-103.4414493177466242840585490,-222.8365324236883537984889768,-1201.820884251046711232852244,-199.8034796021860837033291226,-842.0129819406911410897847270,-6.05284427457077940898530366,-103.1944329558853462028156066,-102.5871822986019952319539099,-60.99898410977966247307070757,-1037.865431837099224492275321,-213.5938938748463375965212396,-2232.448079971228410594306002,-171.9244908091727287777265778,-274.6725206634786686526368972,-183.5090402084426168111385160,-166.6316836379103093853801462,-219.4471305004815502633050624,-177.5500650730783182126825952,-30.74750150841933467997358375,-7.839761656232226989732913957,-833.8768431373951129865298796,-867.2514305736429985046033030,-666.0059571736093493719182552,-7.559161256878084832979551913,-664.6129833806594653805112438,-94.39924788895653592645528975,-401.3149503594650183877374684,-662.5765497841833548631283834,-101.6053138040175857000552746,-112.8833087261334373495900704,-22.05281266420880876637228779,-0.005138302897740844215394852,-15.22538761980671543838051075,-6.65736799501519174436492560,-67.19113986165428716919182985,-663.6844667422142349805112438,-275.3427791845767587259205580,-896.1766882305017818531246820,-264.2256365258127889763948142,-890.4588316248206684501124352,-865.9202316538678802065488672,-621.0170010173995595631442366,-244.3541257928180183197035612,-463.1532028588418578558041306,-11.62596095520582098888386181,-7.47835627595911827298459983
4,-7.56618769873024194864753274,-153.5843254957307879953200304,-194.5989256796676216242461965,-265.1773967645024140088502079,-55.87527974698167451426729152,-387.0440700920075313185246254,-3.422970687536087796275736175,-1.62075960039507084671647098,-0.359445483107534695713043459,-81.57770394356461940817066472,-5.57375753404003121336312844,-44.24792090789326047964132252,-7.055362074964263286728249165,-8.66479998739833220069514252,-3.130163011600085939733881617,-6.87304051817031473830629864,-6.36221489440432400457962876,-5.66906771384436254471075430,-236.1164516947145620648310012,-5.050667728200966827275304673,-188.5149055893433939097153165,-191.6530919977360307456265988,-295.6799155191445037381252570,-61.88943574921964535131372879,-298.9227242311387414143354126,-266.7991867584383282141373894,-7.05646924970769142550283304,-142.8098530244727137082888764,-5.831586643342129159985708185,-7.79840239292171874181198126,-875.9185845110691827901387011,-99.95411865291475751061000044,-729.2219220066464192993011876,-228.6134656034077536234485538,-162.6056033874965696893357063,-300.5295309861871113143354128,-287.1422792647104306403332361,-193.5591714553706219475495545,-21.94511079709019145343833342,-191.1541019021469202021382552,-192.0843112464861007701925140,-36.76312226321277818387333010,-5.16897702234888620194780095,-195.7908125098524023295430542,-891.0379510042285394820440970,-867.4950958853845675120170583
5,-1294.919922859178352039741017,-8.75926204993182731368000000,-74.93197420464639620347053125,-4.61612817650756298902784913,-74.12554234934115682039120376,-1009.621367898933458731621759,-126.4442091312676979925867374,-8.713926431506558666815140035,-6.236457611403237162642508361,-130.9768611496514589449388685,-228.8116823103433666652969333,-1453.370145941436588010520275,-128.8733461681383709559103534,-487.8598206786481249400300929,-8.065955959666534419502427069,-121.2967103583668466285315407,-180.6534239780576848231501418,-133.7323016854809508700373568,-8.60689372727769088013732233,-4.86506379082177906981598133,-68.33178693926661044768205705,-72.90205836751234930164710371,-8.06611486633441175568822100,-0.064128934120302518496335414,-8.75926204689438029172932237,-4.78897013334223592448364512,-81.56934912466848608085287137,-69.59579341615604650037879606,-430.6898823834664526445143938,-73.15187037424930942533985416,-395.5209559779166675728446402,-5.997261833400355077539968539,-125.3608815229273011452673572,-8.59196035446569777344581808,-3.53978856588449438905621093,-8.75926204689435789172932243,-6.81335189783905130288166269,-72.98230353883666667691707865,-68.33094290155392647384166996,-73.56920790698045164367851833,-74.58855653265805907126251350,-68.66921827266945272686025473,-83.02572868376035467914230583,-78.25547085114679692747461016,-800.5629601946585779529659541,-792.4702199386093608561020770
