-95029.45467,-42276.97247,-41570.52713,-40492.20088,-39021.37316,-37213.02645,-34635.78839,-31033.20245,-28028.72104,-25982.2905,-24265.15519,-23003.10838,-22338.02401,-21981.6676,-21699.70264,-21417.25448,-21140.4754,-20922.20239,-20781.99891,-20689.44713,-20592.52221,-20465.26644,-20309.40594,-20156.09328,-20043.48666,-19979.52778,-19945.51953,-19923.26076,-19904.379,-19887.42718,-19874.36617,-19866.89975,-19863.6748,-19862.45116,-19861.94412
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
