-21431.81582,-10618.17052,-10517.8568,-10392.32292,-10218.4869,-9965.781955,-9603.895308,-9129.27709,-8570.810249,-7960.669171,-7361.156119,-6918.849019,-6627.427985,-6405.6085,-6216.148515,-6062.273169,-5966.410635,-5919.87885,-5899.0383,-5889.035514,-5882.942593,-5878.321721,-5874.423754,-5870.997419,-5867.858087,-5864.905546,-5862.131411,-5859.556496,-5857.179136,-5854.956768,-5852.802575,-5850.594634,-5848.208599,-5845.583311,-5842.796093,-5840.069041,-5837.659,-5835.725704,-5834.291857,-5833.282826,-5832.586343
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
