-1730.666596,-987.9604229,-978.8516132,-965.0185781,-942.9946962,-912.5898986,-878.8588643,-846.1109719,-812.1266218,-769.0317886,-706.6245969,-632.6993161,-579.557958,-555.3179076,-543.5360008,-532.102186,-517.3215548,-502.1106634,-488.4583727,-477.8177629,-471.0231962,-466.6766296,-463.2166607,-460.1583741,-457.5243944,-454.9611787,-452.2350456,-448.9912536,-445.7167643,-442.851225,-440.9172033,-439.521356,-438.3890214,-437.1483885,-435.9320829,-441.5371215,-441.0704442
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
