-1.15E+01,-2.48E+01,-9.55E+00,-3.23E+00,-2.87E+01,-5.04E+00,-1.60E+01,-4.75E-02,-4.00E+01,-9.23E+00,
-2.08E+01,-2.49E+01,-3.48E+01,-5.16E-04,-8.62E+00,-4.28E+01,-1.36E+01,-3.93E+01,-6.37E+01,-8.01E+00,
-1.54E+01,-2.09E+01,-1.96E+01,-2.00E+01,-1.40E-01,-2.61E+01,-1.29E+01,-1.80E+01,-5.85E+01,-2.04E+00,
-6.18E+00,-3.37E+01,-4.21E-01,-1.66E+00,-2.16E+01,-1.86E+01,-4.85E+00,-1.94E+00,-4.92E+01,-9.02E+00,
-1.86E+01,-2.29E+01,-1.71E+01,-1.25E+01,-7.09E+00,-5.01E+01,-2.19E-03,-1.87E+01,-6.06E+01,-6.61E+00,
-4.36E+01,-1.01E-02,-4.03E+01,-3.13E+01,-8.40E+00,-4.62E+00,-2.18E+01,-3.99E+01,-3.40E+01,-1.04E+01,
-1.83E+01,-2.46E+01,-1.37E+01,-1.32E+01,-2.07E+00,-3.73E+01,-2.55E+00,-1.33E+01,-5.75E+01,-2.29E-01,
-1.31E+01,-1.94E+01,-1.97E+01,-1.80E+01,-5.81E-01,-2.95E+01,-9.44E+00,-1.13E+01,-5.95E+01,-8.20E-01,
-2.05E+01,-5.65E-01,-4.76E+01,-5.31E+01,-4.25E+01,-8.40E-01,-7.16E+01,-3.27E+01,-2.82E+01,-3.31E+01,
-1.09E+01,-2.17E+01,-1.25E+01,-1.26E+01,-6.41E+00,-3.68E+01,-2.83E-01,-5.69E+00,-6.46E+01,-1.42E+00,
,,,,,,,,,,
,,,,,,,,,,sum
9.66413E-06,1.76679E-11,7.14486E-05,0.039699399,3.56872E-13,0.006468285,1.11325E-07,0.953653224,4.14319E-18,9.78676E-05,1
8.9337E-10,1.54173E-11,7.90749E-16,0.999483939,0.000181206,2.59552E-19,1.21472E-06,8.86154E-18,2.20496E-28,0.000333639,1
2.06106E-07,8.42372E-10,3.02331E-09,2.1353E-09,0.869533078,4.71532E-12,2.56255E-06,1.53137E-08,4.00387E-26,0.130464132,1
0.002062036,2.28548E-15,0.656597531,0.189427092,4.27871E-10,8.24041E-09,0.007796635,0.143995398,4.35215E-22,0.0001213,1
8.18999E-09,1.11092E-10,3.90974E-08,3.906E-06,0.000830064,1.79956E-22,0.997816852,7.47613E-09,4.74649E-27,0.001349123,1
1.13744E-19,0.989905717,3.09202E-18,2.55978E-14,0.000225472,0.009838395,3.34119E-10,4.92345E-18,1.65403E-15,3.0415E-05,1
1.13845E-08,2.09209E-11,1.15758E-06,1.91345E-06,0.126309882,6.61102E-17,0.078244337,1.69161E-06,1.01999E-25,0.795441007,1
2.11976E-06,3.78595E-09,2.80696E-09,1.57583E-08,0.559364273,1.47142E-13,7.92491E-05,1.18715E-05,1.50117E-26,0.440542465,1
1.2663E-09,0.568324422,2.12366E-21,8.74694E-24,3.41877E-19,0.431675576,7.88448E-32,6.11449E-15,5.9486E-13,4.28327E-15,1
1.84363E-05,3.58186E-10,3.78307E-06,3.51628E-06,0.001648806,1.02848E-16,0.75371653,0.003381029,9.2322E-29,0.241227899,1
