-3.711468238316960654e-09,-7.107286923891646779e+01,-2.163081866803078412e+01,-1.952874254353674743e+01,-4.167730533455173969e+01,-3.342377880117237510e+01,-3.739395000999017782e+01,-2.584405100636260855e+01,-4.152396732804053414e+01,-4.002059570655359977e+01
-4.212639156422918063e+01,-8.679493655276054653e+00,-3.958597791451602887e+01,-3.766245183511801287e+01,-2.526293831414516333e+01,-1.700518905274609111e-04,-3.471905447767758801e+01,-2.497163867224356082e+01,-3.118851481563942230e+01,-2.205387926601001780e+01
-2.581186103858599878e+01,-5.722002591438662478e+01,-1.553390302856264282e-01,-4.641513751539072530e+01,-4.290854876368314308e+01,-3.739081040161722047e+00,-3.199465682333237027e+01,-2.119437363008529474e+00,-5.752825783808968652e+01,-3.255187043878425612e+01
-3.580709985567244458e-02,-3.475788681712361239e+01,-1.885736279750764766e+01,-3.375770455552295601e+00,-2.839155999031271449e+01,-6.928645552946268715e+00,-2.061595944082507259e+01,-1.313999712945137333e+01,-2.748999658183733885e+01,-1.442182672120967268e+01
-2.605187186907617658e+01,-2.765583954341650141e+01,-1.401053872430690239e+00,-2.087412018699868810e+01,-3.304510733596829897e-01,-2.316022213360328763e+01,-8.811358619588583352e+00,-1.303605061199069937e+01,-6.387901332469128590e+01,-3.354923242852465570e+00
-3.324751425807326299e+00,-2.526502353454853989e+01,-5.949288785736024376e-01,-1.115930478305229556e+01,-2.680519414252823651e+01,-1.049959037479174073e+00,-3.019703934156086511e+00,-4.295134617487670781e+00,-2.755765998927646976e+01,-1.821842208326568269e+01
-7.184021040133655056e+00,-2.112723777413323489e+01,-1.664594681352732763e+01,-1.636139436630114119e+01,-2.549943163536950408e+01,-3.685384520133758457e+01,-8.242954368199637265e-04,-2.170969832986025594e+01,-4.485948472746059679e+01,-9.637958083110039098e+00
-1.337886238537009298e+01,-4.664175063569977908e+01,-2.062404038933437697e-02,-2.767438506120942776e+01,-2.961184110127197044e+01,-1.396415604102479335e+01,-2.289330838490924691e+01,-3.891714267228954416e+00,-5.115607134787236276e+01,-1.630852937059588115e+01
-2.432678578526563351e-07,-4.654066194193032402e+01,-1.746540045785848605e+01,-2.009967038280353080e+01,-4.213078690126346260e+01,-1.545052116653177876e+01,-1.772081962243833431e+01,-2.185281276234558234e+01,-3.956698393827932136e+01,-3.530046272875065938e+01
-2.026392097394816005e+01,-2.767749364891519193e+01,-8.128642584770535251e+00,-1.589618889918496336e+01,-2.796657733271449287e-01,-2.445877517777564591e+01,-4.381590002173260778e+00,-1.907140832856733681e+01,-5.519469221628946087e+01,-1.464631955345830683e+00
