-118013.2966,-69794.79041,-68125.00667,-64516.07714,-59867.33037,-55665.20651,-51657.79373,-47790.01626,-44300.66654,-42341.74011,-41547.89915,-53795.70041,-53704.71504,-53577.80976,-53317.88115,-52833.72605,-52286.5477,-52010.08988,-51904.29562,-51834.46248,-51754.78984,-51708.30292,-51685.75225,-51651.71619,-51669.77395,-51663.64351,-51655.05108,-51649.5661,-51646.5073,-51644.53691,-51642.66548,-51640.28028,-51636.67736,-51630.51,-51620.48984,-51611.96258,-51609.67424,-51609.49297
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
