-47538.12593,-20895.93889,-20336.21786,-19284.59875,-17619.66785,-15693.40836,-14311.69625,-13407.15448,-12483.31738,-11492.18937,-10590.17423,-10102.37561,-9883.800094,-9803.586383,-9775.780111,-9763.460635,-9755.04815,-9746.362015,-9735.40831,-9723.32904,-9714.166369,-9709.296834,-9707.127263,-9706.189493
24,,,,,,,,,,,,,,,,,,,,,,,
