-14504.37018,-6403.442642,-6268.15727,-6089.734363,-5807.587574,-5344.586684,-4740.190298,-4171.033211,-3841.548219,-3688.663681,-3632.381953,-3599.004618,-3578.474316,-3565.11462,-3554.787546,-3545.758557,-3536.265777,-3525.085146,-3513.706613,-3503.230387,-3492.439206,-3480.9311,-3468.838752,-3456.455129,-3444.216657,-3432.695094,-3422.302008,-3413.173396,-3405.433359,-3399.338672,-3394.663251,-3390.748165,-3387.391322,-3385.061351,-3383.463063,-3382.223688,-3381.164231,-3380.168901
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
