-2.032559992011792716e+00,-4.647923564335610713e+00,-1.597662246272472331e+00,-2.125971341008425775e+00,-1.768410079338742058e+00,-2.323082731136384638e+00,-3.184890474703453211e+00,-2.293812477272820338e+00,-2.595263604119912415e+00,-2.951380525247720321e+00
-2.046634716877935745e+00,-1.966322187845420011e+00,-3.295258429895340235e+00,-2.232100091616016968e+00,-2.889274547541008431e+00,-1.747911107385875518e+00,-2.043700217088724180e+00,-2.780547005736017319e+00,-1.878076686658060268e+00,-4.397477410914738982e+00
-1.854591794650114700e+00,-3.556408990959909033e+00,-1.566076653078894765e+00,-3.288356409247205292e+00,-2.696660884905156763e+00,-1.433057916301542889e+00,-2.720196350026338195e+00,-3.757769507094859129e+00,-2.769555238247477291e+00,-2.199415735115924697e+00
-2.459657015151269555e+00,-2.968994681664431923e+00,-1.829628359638872048e+00,-2.129057282203248747e+00,-1.913786819314525545e+00,-2.556459333325768135e+00,-2.012722547988507138e+00,-2.579215222849168931e+00,-4.062239067857348118e+00,-2.025026738746524835e+00
-2.119983671872770259e+00,-2.369929812061107199e+00,-1.654592894726790497e+00,-2.819742738897392798e+00,-2.024253721502087267e+00,-2.580715063099442652e+00,-2.876974496573808437e+00,-2.626879175412760503e+00,-2.764946166873916589e+00,-1.992987545840906094e+00
-2.171946308932825254e+00,-3.779198390404864494e+00,-2.204922044928953717e+00,-1.645435603431495863e+00,-2.019268813433035881e+00,-5.006677427349185194e+00,-3.152483404656863719e+00,-4.713717579283704495e+00,-1.640721198205981501e+00,-1.742896310474420396e+00
-1.725813207347492551e+00,-1.874795017034015743e+00,-1.705308859573651858e+00,-3.439926383536276333e+00,-2.525936764364494991e+00,-2.325642207196430888e+00,-3.054438160092757037e+00,-5.160304642971538236e+00,-1.796223688628714399e+00,-2.842417110556090698e+00
-2.512357244511068011e+00,-2.481271744219288422e+00,-2.625043442115009285e+00,-2.233165135287829450e+00,-1.321988593706566739e+00,-1.786445667545978111e+00,-2.612554911406297364e+00,-6.302441852330208150e+00,-2.445137901024413196e+00,-2.819950400383309130e+00
-2.160346109327541342e+00,-4.874727637984665130e+00,-1.629223870201837343e+00,-2.098086201598227341e+00,-1.742826684874252408e+00,-2.319291948373686907e+00,-2.573249194783929994e+00,-2.419429526918153606e+00,-2.392583533459363920e+00,-3.565463960768619156e+00
-2.991326091799190401e+00,-4.553193289493076890e+00,-1.554917756123936456e+00,-1.813877559968512188e+00,-2.683295539870973911e+00,-2.318514266808632485e+00,-2.174239589701048025e+00,-2.457371679250770491e+00,-3.665631473257160433e+00,-1.752624362391754786e+00
