-21454.83192,-10628.64304,-10518.12218,-10320.71787,-9892.049845,-8888.529117,-7257.54126,-5700.840135,-4553.67556,-4016.370703,-3840.852332,-3776.90547,-3750.782937,-3736.078663,-3725.947126,-3718.386768,-3712.496483,-3707.471381,-3703.222515,-3699.465012,-3695.65854,-3691.37971,-3686.3348,-3680.562631,-3674.465752,-3668.105618,-3661.291642,-3653.88152,-3645.764144,-3636.91384,-3627.219139,-3616.570163,-3605.23739,-3593.760875,-3582.701624,-3572.398505,-3562.877777,-3553.978203,-3545.582567,-3537.852431,-3531.270372,-3526.287374,-3522.800866,-3519.951475,-3517.722363,-3516.107334,-3513.571259,-3510.344227,-3505.099511,-3501.204077,-3499.125974,-3497.503031,-3496.021057,-3494.642274,-3493.479788,-3492.639175
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
