-320.5049133,-198.0349985,-189.7065811,-177.2873761,-159.9292978,-141.1054539,-124.5376927,-114.4451389,-106.0527004,-96.26915427,-87.00722723,-81.21922645,-78.6587383,-78.06453283
14,,,,,,,,,,,,,
