-3735.123304,-1962.948465,-1927.517312,-1869.410437,-1772.137208,-1629.712055,-1459.224132,-1323.349359,-1238.454382,-1172.91195,-1126.678236,-1086.268162,-1035.899997,-992.3093962,-962.3514674,-941.047779,-924.5041022,-913.0557392,-907.3818093,-905.9267301,-906.8695555
21,,,,,,,,,,,,,,,,,,,,
