-3735.123304,-1962.948465,-1927.517312,-1869.410437,-1772.137208,-1629.712055,-1459.224132,-1323.349359,-1238.454382,-1172.91195,-1126.678236,-1086.268162,-1035.899997,-992.3093962,-962.3514674,-940.6631359,-923.8891574,-912.679124,-906.8334059,-903.2482921,-900.2343702,-898.0140994,-896.5913727,-895.2373688,-893.4710927,-891.1762711,-888.5748192,-885.9772525,-882.8691153,-879.0076825,-876.5261015,-875.400761,-874.6424346
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
