,AllNAc(b1-6),D-Alt(a1-3),D-Fuc(a1-3),D-Fuc(a1-6),D-Fuc(b1-6),Fuc(a1-2),Fuc(a1-3),Fuc(a1-6),Fuc(b1-6),Gal(a1-3),Gal(b1-3),Gal(b1-3/4),Gal(b1-4),Gal3S(b1-4),GalNAc(b1-2),GalNAc(b1-4),GalNAc3/4S(b1-4),GalNAc3S(b1-4),Glc(a1-2),Glc(a1-3),GlcA(b1-3),GlcNAc,GlcNAc(a1-2),GlcNAc(b1-2),GlcNAc(b1-3),GlcNAc(b1-3/4),GlcNAc(b1-4),GlcNAc(b1-6),GlcNAc6S(b1-2),Gul(b1-4),Kdn(a2-3),Kdn(a2-6),L-6dGul(a1-6),L-6dTal(a1-3),Man(a1-2),Man(a1-3),Man(a1-3/6),Man(a1-6),Man(b1-3/4),Man(b1-4),ManNAc(b1-2),ManNAc(b1-3),ManNAc6S(b1-2),Neu5Ac(a2-3),Neu5Ac(a2-3/6),Neu5Ac(a2-6),Neu5Ac9Ac(a2-6),Neu5Gc(a2-3),Neu5Gc(a2-6),Xyl(b1-2),Xylf(b1-2)
0,-225.2033773115972,-673.3604479013432,-748.5431356793895,-639.6948443701755,-746.9259927738472,-466.3600171247011,-249.4982328339347,-659.2074545870146,-752.3375840005787,-347.3803721484729,-76.65992275667486,-730.1835951146684,-82.42118573760713,-57.65125263134894,-238.55544000567355,-504.9414135275929,-473.5680114849204,-465.874766743504,-511.064902960785,-92.0608269824206,-321.17318304618925,-4.5570323347956085,-5.447987948692284,-29.92275513308517,-287.77863800869335,-214.19206875400505,-3.5999083004224195,-99.7632667348439,-139.07513487216335,-4.55703233479563,-337.9182237509838,-337.84539053323334,-749.797072177485,-1191.362419356044,-28.64623769199351,-99.82861057983514,-28.833172255197592,-3.730324607877998,-274.9470599973487,-0.07969552031738747,-158.29412079853316,-700.7893443342138,-1240.2755241202742,-344.15112973327723,-468.2232844186221,-468.48595085232756,-483.61033792428833,-349.71237974695515,-463.6328916700759,-619.6149435942677,-464.5503384389057
1,-190.81306234728186,-102.44706621180171,-5.1831771895081635,-3.5737392770740586,-5.1831771895081635,-408.7386215527613,-4.14370142673284,-1.4455075712247978,-5.183177189508165,-224.1721367098216,-31.657769529025508,-270.17576550005106,-26.004625299333856,-7.854658480218908,-29.9239943850214,-234.6332120376585,-218.9152544910545,-213.20127513210747,-521.1431726497989,-71.9099819364871,-196.0120809314595,-689191.8350361647,-23.114407144140774,-38.6977168379707,-69.4847994777308,-5.183177189508174,-56.6941072984979,-32.73732805605049,-46.629954853611345,-61.06620277407182,-213.08123766908682,-213.43753977963723,-5.1831771895081635,-607.5900391650026,-14.264752500166185,-42.84815095486203,-3.4602854825714076,-0.45799940081604174,-5.18317718950821,-50.146306686564735,-68.7700253217617,-573.7271285378042,-495.3699391730402,-213.75496119500434,-409.2518646868168,-403.4458364432728,-537.5048162318434,-222.48347025421418,-405.90985952189266,-4.490030008948167,-4.490030008948199
2,-19.51687264161626,-57.363208060004,-691.7150472755694,-311.2387165001795,-693.437743884804,-211.32350462143577,-179.07293867677913,-687.7230492810569,-694.333214033359,-5.12285877549516,-81.4325024189069,-227.72516612780112,-24.38141970493136,-79.23914301380118,-6.357878479084442,-206.32815156484645,-200.25271208221235,-201.21661946741224,-228.60846457952994,-17.369531536821977,-174.3644001297154,-1148946.5625678191,-4.161500935764184,-0.18898825042231238,-40.2892575652156,-958.2421305492082,-8.700614987155006,-18.774258737891483,-14.612158891482785,-40.721252299246515,-183.58226448238665,-182.2299219185623,-695.7255851728629,-5.101643133023122,-2.659390567130687,-4.0343211105721855,-9.26015939872483,-17.389736662842918,-174.3107113722582,-196.51790247289992,-3.0222015913481375,-222.39499142451814,-5.101643133023171,-9.119139505260295,-210.3742999695059,-212.1255478323569,-213.31656909270643,-187.63560794570324,-211.10058015335423,-437.1502113000131,-407.89568227315567
3,-4.538504486023528,-258.9631795743681,-233.86442408837482,-202.35310131460392,-234.15085650971028,-3.622213506710353,-70.26523619917234,-229.56166005457163,-235.73828603619813,-2.927043694349899,-3.6608497960837934,-37.46891118241298,-1.5790335673046818,-7.569722175079376,-5.566738046775128,-28.01147155976152,-5.552984668596099,-34.57975986050378,-4.13303910609868,-4.398010678317632,-3.845357031142691,-2683077.742312431,-11.109744595011332,-22.709713645171096,-2.929066300140126,-817.8151792582979,-19.264204269852282,-2.012775613376654,-158.78747324487426,-194.4428510077276,-3.8453570310899936,-3.8453570365198564,-236.20174491044176,-48.89293545589689,-3.8779303002863506,-40.367039709370594,-24.130556495533323,-27.563671400827964,-151.68736506713842,-273.6590254412184,-43.670191792260226,-5.231651392100519,-44.67035441438958,-1.7356893726611746,-3.8453575039532586,-2.4590626751897626,-5.231651394786769,-2.929066324441801,-3.845357076546988,-241.5386698627936,-232.12220958860703
4,-192.47359079077563,-5.405687214917759,-51.56567354413765,-49.09445641197985,-50.85282319211645,-481.2477870795481,-5.246653029255592,-48.857764171752514,-54.215713567055104,-12.606932815217675,-69.39874353833486,-418.3182632002905,-40.36335669132529,-36.00205990239249,-188.94467801222538,-346.39793770733417,-257.037127614401,-253.26177776745425,-495.8629540507372,-99.32811702882157,-361.90785514674786,-383092.05643741967,-91.13239252348875,-86.78601512871518,-224.41599832453596,-57.02180699509486,-0.7709600803506325,-168.17947348489378,-100.99325337624174,-97.405070291506,-377.8067087896908,-376.81707175716195,-53.32264105191098,-98.75412011416188,-4.00536701037082,-0.7413766386162317,-3.722317176128043,-4.730870973619302,-200.3026364026406,-117.11505037110449,-104.23821078636584,-543.0973355064792,-96.93158752314235,-76.38266739169221,-477.73870383914505,-481.88849559384386,-482.77049905185316,-385.73908286861774,-479.98532696924104,-61.29695886965083,-50.27499948945468
5,-38.32367308112165,-259.9150261896782,-752.6217438057736,-5.367792887106256,-752.0911265636815,-21.184155683444068,-3.2883653763613765,-659.7696391401515,-756.2389366349457,-25.747287206346257,-3.5449390199450344,-4.674645706546348,-0.44471834224167495,-4.325984971344867,-38.40231226682257,-3.7583549746977414,-5.124989090988071,-5.3677928871063765,-24.011756441086664,-4.375166485484822,-26.52413958865381,-1032566.5613675129,-8.994979646906561,-20.09781749060527,-23.755311749913016,-710.460819575756,-1.890602766980074,-37.20672548689726,-5.36786695867971,-36.633347947566655,-26.917076793921076,-22.992894543184487,-751.8183894635285,-77.60139306309658,-2.759734834739065,-37.34070353627274,-40.18585680547012,-24.464293085567245,-188.01902912723776,-180.37411518896474,-29.348222391730324,-36.48929535114491,-77.34659711052076,-23.97115257819775,-18.545726994930305,-21.645292362134462,-25.102894516568046,-20.556271635511138,-20.885593249889542,-463.04324150259384,-333.5946590285159
