-4648.116854,-3254.577991,-3167.187567,-2983.26015,-2657.128046,-2207.345382,-1723.277226,-1382.122385,-1181.964391,-1091.483677,-1067.234171,-1058.518224,-1052.402303,-1046.573229,-1041.654106,-1037.93701,-1035.426481,-1134.37751,-2263.956531,-72108.49221,-1091.781967,-1185.490297,-1229.985133,-1297.606042,-1384.288497,-1496.683063,-1126.813192,-1289.763688,-1458.444128,-1125.842983,-1358.847301,-1597.641968,-1499.963918,-2204.093762,-1765.100521,-1121.70679,-1515.774609,-2342.825238,-1974.83469,-1120.437824,-1532.445647,-1670.732474,-1540.971263,-2591.585535,-2211.168535,-1441.697301,-1557.002577,-1119.657188,-2513.087935,-2027.978745,-1997.271537,-1247.222674,-1592.618589,-1129.901499,-1600.65636,-2109.969986,-1610.487839,-2098.100622,-1129.377794,-2231.632785,-1625.831577,-2384.913508,-5290.291468,-1157.606534,-5714.116918,-3064.839301,-1466.707488,-1385.479961,-4831.876152,-1163.091002,-1624.911948,-1159.251068,-1627.937457,-3125.583219,-1176.945524,-1190.330754,-1634.313972,-1208.463945,-1654.38345,-2144.68739,-1233.538376,-1248.522872,-1831.767481,-1283.730597,-2380.899732,-1307.301577,-3186.95012,-5391.378758,-1367.282116,-1435.073192,-1325.067326,-9962.779383,-1182.116103,-22916.05153,-327803.7093,-142213.7594,-24658.26018,-151668.0805,-2692.550429,-3011.662462,-1592.722588,-2045.14353,-2482.570498,-2805.931531,-1851.000587,-2316.851207,-2463.326049,-2915.94034,-1751.982122,-1818.953264,-1913.637754,-1993.138041,-2065.370187,-2125.5875,-1524.51312,-1594.367548,-1664.259651,-1737.987375,-1810.725243,-1578.990968,-1768.432898,-1690.036328,-1334.583876,-1754.721003,-1386.581847,-2189.52305,-1602.53374,-2697.370487,-1207.426063,-3480.943372,-2007.309414,-2388.440522,-4222.738704,-1485.214866,-2350.597164,-2531.981841,-4283.667361,-6882.189214,-2279.355647,-3992.032312,-4727.074174,-2728.343259,-4424.751015,-1892.15798,-72460.77749,-7217.836003,-9527.417305,-2997.049699,-4035.433902,-5149.094459,-6233.812838,-7344.925524,-7727.161528,-3336.401053,-4471.851323,-3412.472919,-4800.492329,-5089.450302,-3503.254091,-4614.846751,-5716.975375,-2876.627977,-3919.178616,-5021.950831,-6090.904265,-7145.370193,-7099.388413,-7190.165422,-9765.57867,-11003.23359,-10080.5929,-2552.906949,-2521.64193,-2383.002586,-2294.173462,-2320.443937,-2348.503292,-2317.192266,-2344.5095,-2361.350627,-2423.613928,-2423.759241
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
