-2.655909135398785814e+00 -4.614482343500709405e+00 -2.003335046367443972e+00 -1.521411242498287741e+00 -2.477964171903263235e+00 -2.917317758373886960e+00 -3.750880016068800948e+00 -1.486233243978007490e+00 -2.444328735089795757e+00 -2.385178344135360451e+00
-2.490802494654056343e+00 -2.079797095644843274e+00 -3.252099212751217383e+00 -1.575754069605286745e+00 -3.155040276892415729e+00 -2.680785506565250387e+00 -2.406309457473784441e+00 -1.867724927535723722e+00 -1.742830556556829613e+00 -4.143690022106222948e+00
-1.872385500479373466e+00 -3.220752746844907755e+00 -1.878046088008534342e+00 -2.580872254830566703e+00 -3.135092401066501999e+00 -1.944723289460281279e+00 -3.126367073084753478e+00 -2.717329827289698407e+00 -2.243448855378423090e+00 -1.741942502745177590e+00
-2.818287708131166802e+00 -2.819599651112138616e+00 -2.090479443403061133e+00 -1.688206461655127111e+00 -2.564153380334020405e+00 -3.076845857285714469e+00 -2.637370234489903709e+00 -1.808117728478711772e+00 -3.258073651451524722e+00 -1.742280178851041361e+00
-2.280522621519304405e+00 -2.211243508733804486e+00 -2.084004429673909087e+00 -2.348466779534026827e+00 -2.639076334357224773e+00 -3.248953205432901115e+00 -3.427443818697881284e+00 -1.813513928404067777e+00 -2.405514053965732924e+00 -1.758823274498889422e+00
-3.119464573487837455e+00 -3.979581520644097203e+00 -2.694318433279690339e+00 -1.168366044601966358e+00 -2.911718052905961418e+00 -5.656842095186788377e+00 -4.189613876028050576e+00 -4.089011707996959011e+00 -1.684945314337718214e+00 -1.260809273527742747e+00
-1.884442497901163360e+00 -1.518595933054259328e+00 -2.523829553285449112e+00 -2.839489565812451488e+00 -3.325823230678147446e+00 -2.602574229612917733e+00 -3.243255053110655872e+00 -4.423233885797299259e+00 -1.473258489311517705e+00 -2.300342838458776740e+00
-2.724463536914278894e+00 -2.347357139424233630e+00 -2.648392812296783472e+00 -1.700521196766978660e+00 -1.769964528729003339e+00 -2.291592622521598344e+00 -3.279375826827673368e+00 -5.402548051854386912e+00 -1.664262149598608298e+00 -2.494806580937688700e+00
-2.319462552061402505e+00 -4.755458854812427916e+00 -2.166063198779471399e+00 -1.861926895587268316e+00 -2.487223008696074711e+00 -2.948145363359063076e+00 -3.307834862907705009e+00 -1.783433813838617876e+00 -1.366572040535700028e+00 -3.580716618610379598e+00
-3.363290681165023610e+00 -4.494439196260678671e+00 -1.992344452796074750e+00 -1.417221914427960971e+00 -3.427991571993837194e+00 -3.026584549383816380e+00 -2.974861573780690716e+00 -1.704962804485790073e+00 -3.328237869292268947e+00 -1.488002617568001007e+00
