-1.840666153647877668e+00 -1.220926375990930346e+00 -1.100649730274665039e+01 -2.145104896985717602e+00 -3.467803522633899682e+00 -3.414071965015325283e+00 -2.798409819900918194e+00 -2.568716749504993402e+00 -2.254261491289249353e+00 -2.098215748649953305e+00
-2.094957421589024538e+00 -1.666340961634059870e+00 -3.841798061363796535e+00 -1.497881246893155271e+00 -5.475364345385609788e+00 -1.634623582243580397e+00 -2.406276444746371368e+00 -2.409268390199630794e+00 -3.728706463217441147e+00 -3.227431411671824790e+00
-1.696220430484752129e+00 -1.561613122902570705e+00 -3.567461844908583313e+00 -1.927197221868557575e+00 -2.208794891336713473e+00 -1.940307931388319584e+00 -4.200123754077931260e+00 -5.055532617367209269e+00 -3.746560297779708115e+00 -2.005557576710815582e+00
-3.562627263786551257e+00 -2.130279067561628992e+00 -2.290121673306193095e+00 -1.895847575522983774e+00 -2.197859199454173407e+00 -2.607650624043428511e+00 -1.916879993118362879e+00 -1.942775229556494843e+00 -5.715313999926413757e+00 -2.095794448856874492e+00
-1.448840724283531056e+00 -1.799751370064291756e+00 -3.764093373675621468e+00 -1.792724543671704751e+00 -4.437880011317258067e+00 -2.464464239733241691e+00 -1.646017248745663686e+00 -3.058298621549175422e+00 -2.949607829327080211e+00 -3.858309676172805958e+00
-5.004718909118625270e+00 -1.458968349148096255e+00 -3.213366843695863118e+00 -2.503539711525217371e+00 -2.183736777168851173e+00 -4.258898268840391133e+00 -1.961761963801506692e+00 -3.221796339120324149e+00 -1.710182376956981276e+00 -1.892348209296395911e+00
-3.494295152640020774e+00 -2.246819351881266691e+00 -2.603483671054249715e+00 -2.327708911593676877e+00 -4.874384863693231651e+00 -1.802964377920537320e+00 -1.967327933311109778e+00 -2.457459458062166036e+00 -1.810264534405845893e+00 -2.033947175233377092e+00
-1.549863927948072373e+00 -3.415461452467164705e+00 -4.424627452224625834e+00 -1.709739485148764171e+00 -3.040917631390192000e+00 -3.484677829399467797e+00 -1.644020222343982152e+00 -2.934289499253116773e+00 -2.028533995628392095e+00 -2.247933896151292910e+00
-1.655019902358526807e+00 -1.903455090238451053e+00 -2.987089365789018292e+00 -2.660570626525050386e+00 -3.625187494607335914e+00 -1.878915007356109612e+00 -2.458110850400188063e+00 -2.231611839951028298e+00 -2.322502101823173071e+00 -2.671664367942162333e+00
-3.559258756055223571e+00 -1.327424861015305435e+00 -2.734934800889439188e+00 -1.909836197772398325e+00 -2.598068334188891715e+00 -3.261987813135204473e+00 -1.710343696599552210e+00 -2.166849546072284749e+00 -7.410667987176987381e+00 -2.468612002383762771e+00
