-10638.48269,-7064.936915,-6917.666626,-6624.564356,-6136.79854,-5612.49437,-5222.775036,-4944.229067,-5183.738625,-5301.570908,-5223.737244,-5184.224127,-5154.357931,-5120.561736,-5086.547926,-5059.634981,-5036.817356,-5013.652539,-4996.266069,-4988.067504,-4982.728884,-4981.07165,-4979.965437,-4979.252019
24,,,,,,,,,,,,,,,,,,,,,,,
