-7.034375489528078340e+00,-4.212677000618104728e+01,-4.804113621172355000e+15,-1.411581083862436117e+02,-5.959071826378769998e+01,-1.042236818278864696e+01,-2.267343952223384917e+01,-3.394919641208319263e+03,-5.390361984550673391e-01,-8.776014206601276957e-01,-8.007349115063245790e+02,-8.117034213360709316e+01
-5.455636864955584997e+02,-6.857420010479271966e+00,-4.804113621173445000e+15,-1.114245923481083610e-02,-4.715649141928762944e+00,-3.132228034737526627e+02,-9.572231141688848766e+01,-2.320778319016488240e+03,-8.760703227966031292e+00,-3.742197884598262903e+01,-6.993136391565201393e+00,-6.295855956731047343e+01
-1.038727812189783435e+03,-6.225018301177542526e+02,-4.804113621173509000e+15,-9.669591357109312639e+02,-1.410196114297137456e+03,-7.313880688170420399e+02,-5.982538000629110684e+02,-6.677371029941396046e+03,-9.673899468619758863e+02,-6.723212064576217699e+02,-6.777607634708063822e-01,-7.087740439040006724e-01
-5.413671200012914824e+02,-2.190040424256290308e+00,-4.804113621173471000e+15,-3.807725277423763988e+00,-1.447355174322140225e-01,-2.903649261152550025e+02,-8.590966883447723035e+01,-2.496154227054926196e+03,-2.554972175876139033e+02,-3.640693049969789996e+01,-2.092649714805029930e+02,-7.357091568290054617e+00
-1.299838137867319254e+01,-5.355919455090294434e+01,-4.804113621173298000e+15,-4.080380230869622669e-03,-4.067121863767281553e+01,-9.947273222399036285e+01,-5.504765982586323325e+00,-3.406787813734329575e+03,-1.291795491064001311e+01,-1.853683754992206190e+01,-1.177722540944720748e+02,-4.047883334235396546e+01
-9.854757700945334875e+00,-7.902019017159101821e+00,-4.804113621172289000e+15,-1.501329935733628815e+02,-1.407676706299373315e+01,-2.252792054762006835e+00,-3.593908701937596817e+00,-8.603377773241970061e+00,-7.947926590350545828e-01,-8.791819720605331678e-01,-3.937621094608333578e+02,-1.705910536997163831e+02
-1.955315755451188764e+01,-5.365820853969978543e+00,-4.804113621172335000e+15,-1.379531886581057734e+02,-1.010705538488392641e+01,-2.488617844457948980e+00,-3.657680162492378706e+00,-1.925006968426920821e+03,-3.511113622238351883e+00,-1.547783451679278499e-01,-1.866365668892514691e+02,-9.029222926364519708e+01
-1.898252555606159717e+02,-3.270054241765599727e+03,-4.804113621173543000e+15,-3.260184649555698755e+00,-2.359375954274518790e+03,-3.913727931614181116e-02,-7.460930528858173716e+01,-7.975287092133366968e+03,-2.186547924025606335e+03,-9.057630735271484355e+02,-5.698508974643453257e+03,-3.759574008319971654e+03
-4.707156623785905936e+02,-3.717029826782850249e-03,-4.804113621173321000e+15,-1.192637561065558174e+02,-5.694733524535080527e+00,-2.459938856366014761e+02,-3.022224386358004367e+01,-8.874477696135249616e+00,-4.877543332872189694e+02,-8.484856144849269199e+00,-1.126130189862072228e+02,-1.852209335967827997e+01
-1.198812366348497704e+01,-2.034630704722981687e+00,-4.804113621172753000e+15,-1.274418087800512183e+02,-1.685578968390624155e-01,-3.691014321174487378e+01,-3.713882017646357614e+00,-1.840194645713954174e+02,-2.828068626994987653e+02,-4.163407935798523596e+01,-2.899904075935567960e+01,-1.610987285486740177e+02
-1.201780862256772934e+03,-4.306974168954034177e+00,-4.804113621174081000e+15,-2.348753779622142019e+02,-1.356586040241988637e-02,-1.773433751704427323e+03,-3.373632743588164544e+02,-1.717986405638486985e+03,-1.430236593550918087e+03,-4.722314876376022426e+02,-1.881229341871447787e+03,-1.670121787428194011e+03
-9.489786834340571886e+02,-4.718022128449006232e+02,-4.804113621173826000e+15,-5.893803014415854022e+02,-5.422770028511022247e+02,-6.589189220887270722e+02,-4.354244013879668387e+02,-9.657171269491716037e-04,-1.465058029775870637e+03,-5.712784516337641207e+02,-7.859413154700589210e+00,-7.453948034517013710e+00
