-9.207254230790200278e-02,-1.566505858128600039e+03,-4.804113621172332000e+15,-5.246909592667694824e+02,-4.431665111525684893e+02,-3.975554453361621654e+01,-3.334769989198232309e+01,-8.157742928800840673e+03,-2.430861582352089378e+00,-1.948061920053320932e+02,-7.136040970664147608e+03,-8.266556976715995916e+03
-6.176168450728571315e+02,-5.920418390945843962e-02,-4.804113621172463000e+15,-4.856326760987888846e+00,-3.067789063602309074e+00,-8.890886208656069130e+02,-3.412967114476192023e+02,-5.246753674649316963e+03,-5.749997578598709858e+00,-2.229652256939162385e+02,-5.725713632772088204e+03,-2.415886634363256690e+03
-4.206977040923199951e+01,-3.170842147976421074e+03,-4.804113621173977000e+15,-1.956211272087341058e+03,-1.233742593659276963e+03,-2.792506547748434969e+03,0.000000000000000000e+00,-9.745584762526370469e+03,-1.251479994384289967e+03,-5.879525659849259682e+02,-8.806392631927916227e+03,-1.328537849116356301e+04
-2.895158400562206680e+02,-3.740875211840104839e+02,-4.804113621172965000e+15,-7.878676591137291352e-01,-2.177194761231974667e+02,-6.066274870589121182e-01,-2.093269591733839547e+02,-4.199367816840540399e+03,-2.587901835332302198e+02,-2.951862746527304466e+02,-5.460450983998052834e+03,-3.533769937501856020e+03
-8.681684896118534880e+02,-2.414424539383196677e+00,-4.804113621172496000e+15,-5.610977672336679767e+00,-9.769692599338274108e-02,-5.679634280329358944e+02,-1.850783291428201665e+02,-5.310101107592038716e+03,-5.848324295752425428e+01,-5.519864896268458665e+01,-5.889687135108527400e+03,-2.628205022536193610e+03
-5.072397632121226074e-01,-1.161825404942859450e+03,-4.804113621172226000e+15,-4.121843632664885604e+02,-2.351201046234871512e+02,-1.847570262704161337e+02,-9.216937480788595094e-01,-1.104699555100266934e+03,-9.848400720127033026e+01,-1.428712494544279252e+02,-6.917003932753299523e+03,-1.578639719906568871e+03
-4.195472807579195273e-02,-7.057968462777702143e+02,-4.804113621172434000e+15,-3.507354821466291810e+02,-2.253528600453834088e+02,-2.961291366944050196e+02,-3.192068168491296820e+00,-5.497658559908625648e+03,-1.863424862604977363e+02,-1.466003164065046462e+02,-7.230219483533471248e+03,-4.133523789235368895e+03
-1.648619879094698035e+03,-1.242724476783387111e+01,-4.804113621174441000e+15,-2.275621488224430209e+02,-4.007901525884855207e-06,-2.262962340371725986e+03,-5.476413568913797008e+02,-5.413525687724807540e+03,-3.170955487556805679e+02,-2.583322474716663919e+02,-6.235851493505112558e+03,-1.605207558713259459e+03
-5.758475665341564991e+02,-1.525997421668925256e+02,-4.804113621172441000e+15,-1.803729891570374662e+02,-1.672226607568168220e+02,-7.364170015653609198e+02,-1.265615026392788707e+02,-5.908194350526700873e+03,-1.063664064466610881e+01,-2.401988246050203610e-05,-2.082984991688611444e+03,-1.200232892415359203e+02
-1.723461012107375154e+02,-3.180820366369363796e+02,-4.804113621172383000e+15,-9.989132620123621109e+01,-3.647286639334280380e+02,-7.038800814057782418e+02,-1.568530168119699795e+02,-5.343991841171689885e+03,-8.722630551624018597e-07,-1.395217523379032976e+01,-2.064064562633441255e+03,-1.217406375131505172e+02
-1.597882586252867895e+03,-5.760899947176659452e+02,-4.804113621173477000e+15,-8.483236322424221498e+02,-8.895110536143271247e+02,-7.248360999326934007e+02,-7.370788477512541021e+02,-6.101026940871043735e+03,-8.086032337688466214e+02,-6.197167108565309945e+02,-4.567690812964496416e+00,-1.043617373520588400e-02
-1.752094159284763464e+03,-1.609437909660309973e+00,-4.804113621173531000e+15,-2.231435520076574530e-01,-1.525170868648098690e+02,-2.681378368705619778e+03,-1.711016409382560369e+03,-1.054128181340807350e+04,-1.917492594919851285e+02,-1.224094723005810238e+03,-7.261842477637705997e+03,-8.376880490420562637e+03
