-19044.72669,-8354.633521,-8180.175734,-7952.757888,-7596.565937,-7014.283187,-6248.659098,-5488.230001,-5011.461132,-4796.303298,-4719.186794,-4680.987197,-4658.867939,-4642.855633,-4629.614897,-4616.752003,-4602.22577,-4587.667201,-4573.903423,-4559.672336,-4544.600041,-4528.675401,-4512.02788,-4495.191008,-4478.961297,-4463.946702,-4450.690577,-4439.55023,-4430.633611,-4423.762347,-4418.33769,-4414.13618,-4411.330584,-4409.427781,-4408.033453,-4406.96476,-4406.110009
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
