,AllNAc,D-6dAlt,D-Alt,D-Fuc,Fuc,Gal,Gal3Me,Gal3S,Gal6Me,GalNAc,GalNAc3/4S,GalNAc3S,GalNAc4S,Galf,Glc,GlcA,GlcA6S,GlcNAc,GlcNAc6S,Gul,Kdn,L-6dGul,L-6dTal,Man,ManNAc,ManNAc3S,ManNAc6S,Neu5Ac,Neu5Ac4Ac,Neu5Ac9Ac,Neu5Gc,Tal,Tyv,Xyl,Xylf
0,-508.1579547505116127610310107,-6.785146433113028708924713514,-332.5205064722010888288722507,-53.18742874076974281803976140,-44.51684871400050841531243888,-38.00753134658479696188032651,-377.5060721584521388735925674,-174.0011306098858435339689053,-171.8418802243453937603228638,-6.076816081863153163623057300,-173.8530172064119811942920704,-171.6496386849997336578950298,-168.3488533195374719133153762,-387.4271423512886146021750172,-276.1613262692140582638206789,-475.1390481713253640459197004,-490.5450478951088774566927236,-0.007090039840517603302184834,-745.1170071515002576264660405,-181.7255853555143989392542821,-42.99824691835572898674238633,-6.739567782290039157399645184,-6.808523844129366480496694294,-70.15301762162542289624217416,-6.606489331814948503411525320,-732.3586639591544601308787404,-417.9193981183046928498608114,-55.38914028457740749609765678,-562.0215517271612342606060334,-667.6322504674090074580980692,-84.87478638130485471538475911,-214.2047077735775189586660263,-55.07228793616586577037756733,-2642.487988713515945829834789,-2645.423192189238788814961123
1,-251.1381257527793431945475404,-156.7352926007717672555078191,-5.476421338671813012279227527,-256.4481084290938191965298210,-183.4080273422751262046848362,-38.01771052116123696274696973,-4.351607764427460006018929137,-359.7543285409755936590216620,-307.9426909875610555519610105,-229.0254143302092266311754937,-324.2564320275418546176264742,-347.7388310987440720349968658,-247.6205195730007788267990817,-54.59838676786900243356078506,-3.920706777129741935767306787,-153.3890902567438548717599918,-156.8070829165829868209503799,-30.40020545939644583895312756,-291.6396365231271902796039093,-657.7901906391902442697346312,-143.4454801452783376836680746,-250.5789621690510965273969849,-152.4947832558978452707625516,-0.037595363669456485679276105,-146.6296763883591279171437462,-257.1910097911356592078027865,-275.5256972710992657410846616,-138.3367656680327772801899847,-153.9768154877743848301907339,-156.1869291590920273575726492,-142.0754527410750685554371485,-171.9218607300692226880062601,-27.44632121814805993128267062,-86.96082969617601922681203781,-69.76623715057674951197803777
2,-5.529429749652590625000000000,-746.5187841367420848991015659,-73.42231338594241833808021529,-758.2353989722908432734133036,-559.8841978061809458663629385,-67.24305680439792080242284844,-58.99399511509838074883520556,-554.7588155082913868444034779,-501.5766591131952081502173611,-298.6774790037513096702686634,-508.5016081691115322354835334,-518.7732657542160333597569700,-495.5662017734376083894746877,-58.42407167228215353013911357,-69.45158627294311583888081788,-858.5096882276871525140467310,-872.1938303741042307555805757,-2.233217473577818726133077530,-216.2868777501489483167808527,-1175.780593993100881842491265,-901.1255944443103053826052049,-1468.163981788774695539998006,-1118.832849087009572769656648,-0.120062941588172779877500827,-6.222580727939585293377599065,-417.9978796736725619050704458,-350.0295317376540877311642638,-728.4775707331821092867406992,-910.6096170576701881618457393,-1090.040670667950338235603983,-843.5164230172851714874703920,-595.1617986209045297427724185,-1714.009628496769310104718414,-52.27872109406468363813276663,-54.04527590697040119456867973
3,-308.8638257090329545961533589,-7.47161802503930805718793913,-361.2142514228926271363661588,-3.816480548685841386033627324,-1.79419742084595335519161142,-0.670541062913171424767172432,-263.8843263054532032789477200,-5.05819368099462393676630928,-6.524530749788050134668012792,-3.48572571442678756361019632,-6.23684867733629395146485254,-6.92999585789621880477595848,-5.67723288940086474273288533,-206.9627693373893438653137274,-161.9743960605737298186752798,-5.320557945462107239101282119,-6.92999585789620628709994410,-23.33726678057737488545092416,-189.9753546614896939470502127,-6.92999585789621840197875597,-3.77299543674610693279208432,-6.483835597276085253732947850,-6.84247350393154195933127122,-116.1337743053301773456161781,-22.75547192018445870526912204,-175.2366590035669912665965163,-192.3023485738060803118027376,-1.79419742084595324213763770,-6.01370512602206041102997436,-6.92999585789618735882309278,-3.06926614685560442669089520,-5.32055794546212338063134006,-6.52453075007550845335843756,-2458.351738869985221062445506,-2458.113123665868144804271736
4,-46.97089985477971014014007558,-796.3784781768335834125800134,-77.45947895885491977892228740,-715.8327284961428276809266497,-519.2836831188310347354082577,-6.476752231211406749432218396,-4.75925773527535280493929238,-495.4248358720083499997565910,-443.2695089066941980913305710,-255.4523234699541466169216944,-452.7539875770845348104015168,-464.2916245784528250175449135,-438.2642487841065541171512494,-6.51038130168434628173031183,-4.22958192755256966356628816,-817.8753188581183371195449872,-831.6415182856034382925622386,-17.35094934817080799896038928,-205.9741855981713103573812264,-1005.457641080297838513059548,-861.4422409499150273978626304,-1353.432453554299932476819946,-1065.990278106335264944984925,-0.05125517246302465501321325,-53.47932748278332059613175111,-397.9148274689089416719238636,-344.2620471355018912395345658,-694.4552943660111936292552758,-876.8583047644356762052017209,-1039.927434568284524190768778,-813.5427731362867930051023608,-539.6392369775944114246146522,-1234.964958055496799327344804,-4.20779620869025456067342662,-4.718621832456247581662725378
5,-5.129955418297187693164140879,-69.07003380429333238540835446,-1206.007922479718507936263966,-273.5009239284827789888818853,-67.11684744243244245010618281,-7.233427866913090588877575803,-66.00804802705321292985220472,-332.3691087001028219746630778,-264.4395764839372108535662249,-7.741496138562709542902996077,-299.1634273621742922106512957,-384.6147018784142447619652445,-191.8483411992217383668331846,-40.23278662180108629061331705,-16.67098851275864466473777480,-65.84765745637427327233881218,-70.08487760536910442696492128,-0.043507179620571727340564123,-5.717741236673064772160913879,-670.5823968669199077915533341,-66.13629753653701018166225843,-394.9414673522900928153924140,-91.17381741856826816986954415,-25.46982460630553788112088362,-3.542989520037743255100859199,-7.327179149107162968818601259,-5.940884787987269413003677799,-62.67648400311780514434856447,-69.80342722603217224707025433,-68.06420854902756283118801858,-63.49016560891638646511908104,-113.4777636005382337971153597,-68.15423272667346307278926368,-1377.959854618402184967981830,-1229.675359601510087997554311
