-46997.55339,-20916.38606,-20498.3747,-19719.70628,-18136.37832,-15604.58321,-12752.25023,-10704.53551,-9657.182476,-9047.557111,-8603.772714,-8249.201298,-7978.766892,-7787.763066,-7639.911499,-7520.089782,-7426.874391,-7367.681913,-7344.328708,-7333.504473,-7328.567899,-7325.824356,-7323.852796,-7322.248964,-7320.868197,-7319.646557,-7318.548854,-7317.548371,-7316.614704
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
