-28181.21088,-17356.18992,-17024.86284,-16308.08946,-14615.0273,-11583.00112,-9225.515914,-8196.679744,-7581.229796,-7010.773845,-6636.309188,-6491.819402,-6431.178348,-6350.993656,-6255.509611,-6192.494534,-6163.986884,-6142.327627,-6119.781739,-6310.043643,-8786.462732,-11474.14457,-10901.99191,-6444.53716,-6429.492559,-6421.04451,-6413.959064,-6407.236068,-6400.538906,-6393.709513,-6386.677884,-6379.414425,-6371.894135,-6363.875941,-6355.723057,-6347.327851,-6335.543383,-6245.611209,-6121.281289,-6116.31898,-6114.438876,-6112.957264,-6111.600928,-6110.346914,-6108.98365,-6109.83706
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
