-2255.852631,-1615.234484,-1566.423006,-1494.944737,-1414.586761,-1345.614366,-1285.624901,-1223.156,-1136.936792,-1057.161516,-1008.566148,-980.9674684,-967.4907126,-962.4699638,-960.7475729,-959.5132236,-958.025936,-1082.087995,-1087.186412,-1075.710131,-1087.837255,-1074.212049,-1087.935914,-1090.987726,-1083.916017,-1126.614838,-1323.907275,-1480.902885,-1045.302545,-1425.426526,-1434.453722,-1490.119604,-1022.101518,-1071.595165,-1124.624998,-1180.782895,-1242.065423,-1303.704575,-1393.716494,-1428.223308,-1047.509688,-1046.906614
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
