-28283.99011,-17356.91791,-16901.28743,-15880.62767,-14432.83629,-12954.93944,-11397.50042,-10359.35021,-9927.694315,-9804.857482,-9692.536362,-11404.5271,-11550.31447,-11576.98438,-11506.59933,-11420.92616,-11384.97866,-11379.80921,-11377.29269,-11372.64526,-11371.02749,-11371.11593
22,,,,,,,,,,,,,,,,,,,,,
