-57572.59515,-34397.88581,-33005.0874,-30170.58165,-25793.42276,-21085.83611,-18016.84142,-16458.23262,-15532.18455,-14881.09381,-14321.12797,-13815.12703,-13343.51521,-12916.36651,-12602.29246,-12395.6965,-12258.26634,-12187.98697,-12149.43034,-12132.71861,-12120.80137,-12108.97233,-12102.041,-12096.3809,-12090.06826,-12083.57448,-12078.19628,-12073.43705,-12068.54911,-12062.14775,-12059.31246,-12049.47431,-12045.74302,-12039.10027,-12032.35414,-12026.68157,-12009.7122,-11989.9557,-11966.13961,-11940.59233,-11915.85158,-11893.53137,-11873.98227,-11856.8919,-11841.85963,-11828.20367,-11813.99907,-11804.28369,-11796.29813,-11789.99799,-11785.01957,-11781.16272,-11778.23995,-11776.09043,-11774.55649,-11773.46757,-11773.22202
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
