,6dGul(a1-6),All(a1-3),AllNAc(b1-4),AllNAc(b1-6),D-6dAlt(b1-2),D-6dAlt(b1-3),D-Alt(a1-2),D-Alt(a1-3),D-Alt(a1-6),D-Fuc(a1-2),D-Fuc(a1-3),D-Fuc(a1-6),D-Fuc(b1-6),Fuc(a1-2),Fuc(a1-3),Fuc(a1-3/6),Fuc(a1-4),Fuc(a1-6),Fuc(b1-6),Gal(a1-2),Gal(a1-3),Gal(a1-4),Gal(b1-3),Gal(b1-3/4),Gal(b1-4),Gal(b1-6),Gal3Me(b1-3),Gal3Me(b1-6),Gal3S(b1-4),Gal4Me(b1-3),Gal6Me(b1-4),GalNAc(a1-3),GalNAc(b1-2),GalNAc(b1-4),GalNAc3/4S(b1-4),GalNAc3S(b1-4),GalNAc4S(b1-4),Galf(a1-2),Galf(b1-2),Glc(a1-2),Glc(a1-3),Glc(b1-2),Glc(b1-3),Glc(b1-4),GlcA(a1-3),GlcA(b1-3),GlcA6S(b1-3),GlcNAc,GlcNAc(a1-2),GlcNAc(a1-6),GlcNAc(a1-P-6),GlcNAc(b1-2),GlcNAc(b1-2/4),GlcNAc(b1-3),GlcNAc(b1-3/4),GlcNAc(b1-4),GlcNAc(b1-4/6),GlcNAc(b1-6),GlcNAc(b1-P-6),GlcNAc6S(b1-2),Gul(b1-4),Kdn(a2-3),Kdn(a2-6),L-6dGul(a1-3),L-6dGul(a1-6),L-6dTal(a1-2),L-6dTal(a1-3),L-6dTal(a1-6),Man(a1-2),Man(a1-3),Man(a1-3/6),Man(a1-4),Man(a1-6),Man(b1-2),Man(b1-3),Man(b1-3/4),Man(b1-4),Man(b1-6),Man6P(a1-2),ManNAc(b1-2),ManNAc(b1-3),ManNAc(b1-4),ManNAc3S(b1-2),ManNAc6S(b1-2),Neu(a2-3),Neu(a2-6),Neu5Ac(a2-3),Neu5Ac(a2-3/6),Neu5Ac(a2-6),Neu5Ac(a2-8),Neu5Ac4Ac(a2-3),Neu5Ac4Ac(a2-6),Neu5Ac9Ac(a2-3),Neu5Ac9Ac(a2-6),Neu5Gc(a2-3),Neu5Gc(a2-6),Tal(a1-4),Tal(b1-3),Tal(b1-4),Tyv(b1-3),Xyl(b1-2),Xylf(b1-2)
0,-146694.9710276004095459368257,-5.94029262037862760400000000,-430.4538985427702932471290598,-15332.39735135583683126525861,-6034.442686241215053403811134,-10366.75535503970598979985246,-5.94029262037865229456117241,-5.91905466917196310166117244,-5.94029262037862864956117239,-12124.91577143106378550239419,-8849.530831138323097735865394,-14597.94148553136576315777676,-146694.6581155176539749106905,-5162.209926283400108629243999,-1520.631323015231588936501363,-146696.8998294889817570330331,-16288.54328151752591414783276,-2910.197771170015004748000822,-146695.9048725338737989115926,-3.86085107869881625717469089,-5.24714543981869893950569657,-2987.908898206451241475735071,-2921.235981447180271670069990,-3062.980915263313243563996087,-1498.296209996875321526937912,-148.5210153348090850732490266,-24804.28189526563660838941776,-8683.914938297562259333728454,-3054.600093738271997441999111,-8300.556732455907014294398741,-2977.268061877373516238489191,-4815.727206756900370442870201,-13278.79171609949425334376424,-3003.372518704451774984793124,-2446.164480596613012975380011,-2995.016124799819063946473370,-2982.959149078090055314309250,-60.32419151608539831549182658,-234.3788981833458607122140704,-3.23224241927641856056117239,-2.50630541589348244438082094,-5.94029262037860072568860874,-5.24714543981865542568860874,-2988.693498717173847591040542,-5341.940630569001348143721992,-5328.385392096042725903860918,-5317.315936810436976744478135,-62740359514048075.73104305171,-92.24028057216851579782290387,-15353.17464043712704395103339,-5.24714543981868429055181332,-133.3759929220318829519271254,-101.3821731530915720697591671,-99.42199448994389901156874977,-157355.2183244818425089693185,-215.4752154703839806548837724,-2060.959170554470623506312522,-374.5069866060744550825427134,-5.24714543981867768055744336,-127.0132484532493066692036228,-6488.361557728702253835424115,-4874.019615858503551170832125,-5340.859016109485635123750158,-8331.964687778603051105890705,-146694.9353367968110288306276,-5357.885537474400258593478198,-8490.117822385314386631137730,-146697.6316287237573739254671,-0.44723118871977443456117235,-2.851426481118944311064706820,-128.1910586570520962605716880,-159.2371781035574271282661814,-2.14044005735776574388058677,-5.619737286317183563561172372,-119.9668947180173237542230705,-17018.66040640721622243277469,-515.6329435791577769576006054,-194.7182039111220607203341288,-5.247145439818695009605429408,-173.9124175800511230341464784,-18750.74282717005495507750970,-1916.669253498499565384787422,-12362.62274222764662742745765,-3273.206062919220336107463003,-5335.044381823737472742519240,-5336.868410474941810549436502,-4830.749808313101875961773783,-5170.694947154236127847356841,-5335.090291707334230366813528,-4227.021772681463975008526630,-5333.855430927996647770147745,-5336.834294792914404650147745,-5330.540280760946268817977378,-5353.977014360678581781951341,-4847.473511648865205439222877,-5338.293903000538317454566753,-5343.835215659417348501935901,-5348.277952276220707015268717,-5191.940190067113803591555536,-6138.197668741134968079817655,-4485.522081275148706968492199,-4396.826203134240014104114780
1,-31776.32405281825477702752191,-8889.658584456063772046566432,-3335.311165458301291397384032,-11418.95978489376823950548002,-279.5195568706161748447000000,-1341.388638940629314677862704,-17889.22225726554595298944301,-13402.49644470016886422017165,-5031.414625715411566443048775,-149.6715625915410347220469434,-710.3510533912734960008129652,-651.2702969278402872296141805,-31778.73859493802042320205007,-155.9085841307685144457372479,-85.63826225673209033402922426,-31780.04457464832148348455033,-5.72738490327555355009838009,-6.632291644018183763497172058,-31777.84384056952015100994135,-1485.611883390844619707177160,-202.5453183369995652027436103,-5.27175670903463000965456229,-3.43538285677594530392723278,-6.57468276366263830791503777,-0.122119673584612063768225393,-3360.490175069126783501580822,-3409.568246324209906107030891,-296.2452898947137631018503943,-5.10834569486929709684932233,-1948.984162081083542044031425,-6.287000691211012725586131620,-2980.924715934720246119149592,-10403.22542647653609922596534,-3.291249572035318975703644025,-6.06385713989670041135096377,-5.59385351065096965344639856,-5.27539977953251251876398059,-2188.064111541569144431988098,-23333.10747875161008045022333,-1767.475446989170496265047700,-2317.942743306884475645601025,-30800.76598623334704110963282,-9663.298511438655129104776310,-6.06385713989673459274618903,-275.8749751744023188741729694,-274.3127439045286689764108947,-276.6478406122219256981360855,-91346899650940162.43295295934,-2260.807395666058101389162171,-11498.49751627543288173064005,-1475.100969676060009335597764,-1249.861722369037982273885125,-2590.224644766757627162858043,-387.2686167921196889906175435,-33592.63404395589094281646208,-50.7952067351772276669637332,-3391.830532201586739866622286,-830.9041144531899696586614533,-3972.690008373262720221775676,-2238.741490203490783587460127,-6.98014787177087922768333491,-274.3436533339183449754936729,-266.9230160799250556642338206,-1869.565292132535560975871896,-31775.65757936922744095754835,-279.2027098137358614942338206,-1198.454024552977254368751256,-31778.08590673046836379897170,-1110.045164796035953353142261,-1223.289445237331648431182541,-8334.089159296019274324116511,-9778.067896642077892679611340,-1576.975406060349315127204112,-1654.056128846351173157125718,-18125.83283037777766075195386,-5324.149476499598097266548033,-268.5802405988360356152602510,-10183.13574620376106558249229,-2510.719570387709576020835297,-1434.472906183067502114040618,-522.3946676248393222607924497,-22242.26067196345464980531794,-2447.002538097861250973445378,-2497.022194993525850191014197,-276.0156757963343188932867279,-278.6187518432095646363386953,-240.7833377818497080448655434,-260.6825291933507187807713331,-5.590226849161048337965828989,-7.67329505233088545103869534,-277.1781692894482633072867279,-274.4377108535442416672867279,-276.6141755274036288007155075,-276.0276358524392810860946555,-261.3665961476306146532924496,-6.97665410259626826874869534,-7.66965198154559911335465556,-273.8103043057706299794576201,-5.03423772271558952229762013,-360.9991817029849152477906077,-7073.011480864683137320302499,-7098.250449257717550433622239
2,-7858.301554502651098621262098,-18633.28714505095864465475143,-41.55521941832905187453309890,-267.5261036222491342331644973,-2418.608795423009984007028351,-1626.592304890259476203273187,-16583.56420080816850080804748,-7326.638781842754188146430392,-8810.866490951026354277114929,-7434.777401217195334571908618,-5331.555400570738219643280848,-5177.627904768215417082043523,-7857.876292254480999284749365,-2341.240924298007999534742752,-2281.576842256112127053594445,-7862.105700276391838049775062,-5248.356812898902117855700402,-2262.731614821207089684531869,-7857.176918030654731949427685,-2610.767461849603843587515354,-1944.675095172103392252204897,-2242.372819082140836717440146,-1589.383831590226411876262209,-2282.636796922503984293362737,-1479.461701279726079732526726,-37.96558309207775264816091564,-7343.526045872039009217393293,-3015.093771015510443897940999,-2290.437374479868620355313937,-7134.697335509330556606746148,-2253.072352495967419655420541,-4371.662514287666674258382198,-267.9723193938445590265384921,-2072.412214637705379359773461,-2281.718608942107443894491893,-2300.893507722301426276169640,-2286.398425644575285036512011,-41.56193915242818745764827964,-159.1595991922873281659561334,-201.7288898231021662242319986,-3080.694495228889706935425734,-4741.382673330507176135617905,-39326.13432434736660458701007,-188.3771487323576563697903273,-2419.378178531922587015026900,-2415.078808633601023893844459,-2418.064262937117157494807945,-46179969618229990.67993236744,-5.475908251607060338479313218,-271.7193791080518255665384920,-2556.383032936799387253430828,-0.089595612621613010263380930,-5.884506035817631206579747638,-5.852734183358443229173793098,-7773.629271996618992180529079,-4.054991790422452201529684198,-24.08708593008651961508238475,-43.63312167869691617669252813,-2650.127494256377792775270596,-5.565778625769425895775065438,-2300.343477967974395274777565,-1638.297476786393223844607934,-2415.601081668886677676256623,-2806.929235638555787992410616,-7856.121855546488128135631275,-2419.918837227873123319256623,-1566.849950994295066404583070,-7858.543510461667120997363877,-84.31992617269482098002074355,-109.6169335038165268750603127,-297.1411741764670519937320739,-273.5266739693963366788556223,-102.7711256348896577774010031,-41.48639800537709466489297900,-1348.627517363784088361193307,-14107.62225013503111279308476,-3594.800749718010507132427275,-306.5691791227411233009454839,-743.5572071053252995320114138,-2.954559178602873423759138598,-2419.026841444016049984864442,-4834.492609220452302724453486,-27.89010241944402771458238468,-5.954310637933443432679253448,-2415.672036571503524291086785,-2418.364128066558343831752592,-1558.966776934196230142721966,-2348.167142931686116868653004,-2413.871188200431864876849218,-4113.095960334918168736103005,-2420.815215729345329194250417,-2418.557724341349299804250417,-2418.620152025261072031688656,-2415.723279853711024848695759,-1642.910573984086346356656599,-2411.144717026928446688444934,-2250.193559002760592825715759,-2417.151768497198110569641911,-2330.878128808999811944189142,-2521.646745201257461853372526,-9469.979788740173326324993189,-9664.673441722606281892357107
3,-12417.08639406401626875374323,-16646.02775778495968621889149,-3.574327492095868096500000000,-10475.32118163071697134354218,-840.6898515127354817686565660,-4.960621853215938938972745798,-16224.16873101071269571140461,-3703.718033635626553642206777,-5300.729604598323356731690346,-10102.47663783723027141286026,-12383.24276057344644712633275,-12369.29390340285181696523369,-12417.12563188888781662265690,-824.6406683301241217766948661,-415.5652286421020046167970486,-12419.22807107539159549934000,-22578.79870997098163717565614,-365.1917722615471391664817053,-12416.98263537411796605716699,-3018.950830372236053524055814,-94.15903484812919766827721231,-351.4357919709722337590376057,-2.033221623948121691345400343,-346.8820642813956435925637680,-185.4394013708055397317000089,-2677.824076726987668970263740,-3.351183940781698686123140038,-950.4940207748229080387833947,-387.9468050716118430446765922,-4.267474672655887196123140278,-351.3247710807599190828993480,-2.881180311536061997559473738,-2820.012626672089492548268902,-345.2807192442014789403251054,-382.8762324127209582517767026,-398.4518374242610758470251054,-384.2674743667524227825251054,-2537.376132736478760320637097,-4772.153862617655742991492183,-2563.756393801732480495187207,-3217.545869734901818459814664,-12240.09641914183244583885523,-18304.12939735971999673554740,-371.2865089144533318145773855,-835.7439812461413167540077614,-834.1430152719936878873041724,-832.1622819434985015722953403,-19083720674548909.95214803748,-2405.207419142720686829011034,-10462.34839348684218355765099,-3014.386734469390177229886359,-548.9304222620514808465439019,-3437.847345876899686067023050,-155.5722537725404713232236623,-15649.09894186889458575071231,-0.396237311373136716685178907,-8694.093159851005850385568706,-2506.943091268903919057593337,-5590.528536660923494126786489,-2342.301995339014186097877792,-407.2374815339934366822527669,-88.38548737710658775118465557,-818.4343453525463180117564814,-4.960621853215938502063353498,-12419.74736832803925027305161,-837.3616348744605311907564810,-4.960621853215795344328114178,-12418.83105288303197539303429,-663.8260356983399091964688848,-106.3951734062054480759612599,-1655.260987923813356668604682,-2679.399655934269886042641446,-195.1645314768269740984039412,-2702.140234348929620416907209,-537.2955956240454673094905097,-11822.92215670881900588383770,-4.960621853215810302510707328,-2675.636980477963608840604280,-2297.538587285518238847209886,-4.960621853215938544436985248,-983.3307994292771834524779534,-3.574327492095941139599282888,-2963.714057489443092427997205,-2485.859792172590644606122185,-832.0679052986726456592155988,-835.1764378825038396306991522,-43.11373190435671373838030409,-835.2930734360621806504027472,-826.8024248653457570542635631,-2678.162609684220395371320706,-840.1971112067799128063867691,-832.9115890442605433963867691,-834.7678886025631338190573594,-834.2574480280647446880065070,-131.6406968586376798274025390,-820.5094629035867235673481398,-362.5903725814589760912476037,-833.7487997349634667302163904,-383.8438289592353318256365431,-868.6285825985956807539618127,-9952.474730676966505896745771,-9962.099794835039265584358446
4,-43300.47784914036560422082829,-4963.254245383081116198065110,-14802.35785494969250963093952,-25360.83752661733438690743344,-2680.803770995790307968457602,-14051.04855973741173027286091,-26051.87201118319792755792316,-12100.19499202964494269768882,-3141.488161746512174229871199,-6943.051404760834549790221849,-4.84516065332952925300000000,-5.94377294147913043256189802,-43301.97323383307786148839126,-291.7979063732224840898231600,-2.19822017901333174316365979,-43304.02699510727393704970237,-152.4432061722784445762520584,-4.83234022433970227888642719,-43301.39513796047218617891582,-1533.221490675249099601452575,-357.5482360680868797677510750,-105.3353066535157700980951244,-110.8208806368699972192285804,-145.6252431872070125350259338,-57.48362438625255181427544743,-10328.06305746417188384159728,-18326.95886622896842594462562,-3982.805431561891766517176840,-81.27242825639998469356835365,-14539.25151747524215508659890,-88.44478233083154745517955005,-15578.17697236273427817723145,-11539.68044646667296679900317,-114.6424501592559551057005848,-91.57457483392688604174511425,-88.68807905383674768437513907,-90.34894654033934351901657061,-432.5519525527859447306035452,-37394.59934324826078151540402,-560.3788784581099031484615226,-2377.740219311369288487020493,-11620.68499415843470744510137,-7935.472586891522199981670686,-102.4950160199795771111152348,-2661.287005732466932573331108,-2609.595367642721058883691872,-2563.847122097471039926997160,-71754120257346428.26215716839,-460.5077399976917129742675640,-26044.10911066453547334260504,-1519.010211744021098055460855,-518.1506214998779675783959504,-469.3308472705382990055841172,-448.7970131899394122593651414,-56364.95923195938371561677500,-143.9454180618662890899546932,-14881.95829357586753615200747,-2257.790222189498223357281926,-18887.86729593426003387073609,-504.8744543021812601373096826,-122.6651065131298920387305678,-1273.978788702384998615771510,-2569.091773104051241037110155,-14495.35903932472599417367108,-43301.15710961521011069383609,-2668.762057481907433097167802,-13871.20790339374202824881800,-43302.57433049846350901958736,-425.7163724016894713691846108,-475.0735534632508473098535182,-8546.457460529397948598837223,-9988.747858714799428749086419,-473.5449382754777325194834708,-410.4522918296669453387695712,-31802.25198084030637091785821,-6.34923804958733021513014979,-0.140648023490719427897646322,-10845.14400105658249941438982,-2605.028697796110871436545548,-516.2119225334133898095474310,-6597.377982591512108459369922,-39493.13832698041251993645450,-836.5909909221100147779750066,-904.6600084521105334332298054,-2661.893406435866685062544064,-2665.297403079920435454261015,-431.6059487064194489201026530,-933.1838638606660253137326478,-105.5716103859670825613113182,-131.4876551594413006503522252,-2675.396126419316043849817971,-2661.433295788667536164817971,-2669.372289855235391376082720,-2665.827071619951210125859949,-796.7161155790668409982186896,-132.3975746715683180971433222,-115.3069142955614103758012212,-2665.693522906965103155234530,-155.5507662573875717305855472,-885.0186686196959856896190496,-16909.33743509599403817877194,-17017.35109495385567490923496
5,-112.4894364453504402000000000,-18998.50002259227377291840525,-1756.138588011887378443052272,-3873.423774133003072965672984,-346.0194047594258814952354259,-13941.68578298008568060931831,-21264.54369302659458588163891,-7698.543661305775106224554251,-7534.128244559339513192603333,-2896.528273980992159462114462,-7.50823764949163470399113200,-106.7792593995596001121744300,-108.6188542485086474200000000,-271.5101868236557957640475698,-4.794683675315161512815337955,-110.8852870687740255000000000,-696.8608179432523408662232205,-105.6830574175411834100146411,-109.2400133689769724300000000,-2919.296039896978878898518636,-43.86740297944710898870638223,-319.5901901612972354978596535,-298.7433970878366219510872239,-394.1119193381918282990286605,-268.4047006297531308276366056,-1623.590048001121191104631324,-11445.01367218154978957713050,-291.5598156208235648106582663,-403.4393042829575940341892467,-7002.963206048928206222051070,-365.3865049779371377100927584,-6743.256029769345298604355527,-3133.669781788955781757411035,-348.7216285445859468710266229,-391.5660744216762644772636110,-416.2608280998625306369454799,-401.4801754226378560627636580,-897.6684462190451123123984701,-5.71519151754139516075574692,-1060.684716989135076152521525,-3122.119727952116117278746084,-12257.02784850813916398480910,-85060.81158267616591232171357,-253.4566965047174291278198340,-347.3325913748378747062299709,-348.3326880167562687229887303,-347.9194526836044605136027990,-69565156637026352.10084735203,-924.7546596412878687704468672,-3873.876972236827152732321232,-2832.767910889583748349421371,-194.3342385069554227467063562,-924.2435201711594204845496005,-235.5821888611386388173072131,-58.99844655893795580000000000,-0.012191699506257523887999875,-1792.174749116745269707761408,-245.8060373227921278238549628,-4440.051433392497217965225097,-848.3805454553440497504993984,-419.9808584944699520017280952,-308.1451820962727365774279243,-344.2980920566473107195452359,-12257.74031997293926658537236,-110.4588329590000217800000000,-346.9003994017868876755452357,-7818.586355221313776702074091,-110.4489552358528455000000000,-852.2461814505652014942926621,-906.8488052658467693879737500,-2062.605297572256463195805649,-2035.372252431815279887168965,-978.0409710684739861986655758,-897.1247258491777831723907577,-6226.975631282077688406570898,-9719.898963789900732143179308,-7654.141647145920786931685388,-2073.062967003781827857542054,-2002.839273408781357699285322,-817.6333814963381913215923159,-1454.239776788884746427782551,-16159.57202760428159865150348,-1862.161840699017532599132817,-853.1629466848965010537726340,-343.7350989806848243038557166,-350.2124252997599077694406689,-274.4211290473730734196220759,-282.4054875073937858123606125,-340.0392830801410445563833192,-1788.972364896774275649801575,-348.1180724783925469929788866,-345.9116207635957658429788866,-348.0267025317663693996773653,-344.6121219733199443100733153,-269.5723687604068410078939756,-338.8897649075803439102620283,-314.7720592561787927412183526,-343.1660210045313365861969292,-442.5598846273427432002490034,-444.3201659759426357290925189,-5887.381222927019504578187388,-6432.609561465270260146154451
6,-9558.239868764179746301302790,-12371.29889291908476119033987,-5896.944638015745085012905109,-7360.946781827843980497857163,-7.23310229068497367950000000,-688.2124194382139129448913159,-13484.59891116403634506427969,-12091.67895547715807071401531,-13575.44901189623343653227668,-6.53995511012501085893139137,-3491.697920884666583452327338,-3553.530212363933183846122370,-9558.566887617779352514338125,-3.102570848962875450930570514,-6.55054865535871944782550658,-9560.958862056937089933411969,-3441.261504808742431497700465,-1196.016155097585036198688238,-9559.140145464348583574559185,-4790.075160562395422975212585,-2.99899578608767025760258856,-3.86719179431263324935531303,-4.541989674799063937912526901,-3636.274994145041861930874822,-5.284073782353256293635045239,-2830.443432641914774523482435,-5378.621689766366520698594221,-164.1419906684144507382674971,-2909.539957796649705947682294,-2486.890191063598528506403038,-2916.105719490775749236129644,-80.27396172021160942336229101,-2839.814620814532836721267976,-4.66814499829643115884475757,-3330.781442747772714052052256,-2917.660087729865607472509517,-3331.673140874109034667164731,-2782.138414709827224212719838,-4415.317394388320466865418228,-2935.087587641036084096260648,-5356.327962612008682241977530,-13484.51127139363892951738765,-15038.98484907203017313866296,-3338.484548257665687820653722,-7.23310229068488415887733213,-4.525052089582669460758337027,-6.53995511012490594918628729,-78013608676775607.33447392308,-1088.869966406762635419651174,-7365.476711943398262711412220,-4729.540980691605795317360282,-1152.199159022477532871052557,-1989.196745208351509962944064,-2.17685648533664455642429729,-9270.813419402035009363331247,-5.20081019244017751410567918,-5847.654063941656646405547748,-5.15366074900501261533882738,-4795.905497186514110114807214,-1157.384600130873859079597455,-3387.375534117565094292729175,-3.028409671293956171397985660,-3.83190490904394387769533725,-1869.938335166209473231677369,-9557.658343357272408041843710,-7.23310229068480060469533693,-651.3923386431916213406253553,-9560.214333417512950413628059,-2536.787134275246324771334562,-2365.373987212598927379641200,-356.2045603688534485106087612,-2844.226637450600609439063766,-430.5278678861288019314884475,-2447.152126540503010979368040,-4514.244321724705406962512996,-13310.12018133523582505797718,-7052.262335899804706542773519,-2880.790342160186212083397682,-3320.997833821762627641123444,-603.4707407014505263396648398,-5.62366437825091040847464674,-15887.39427326732492394665713,-2437.878443480829246102380702,-1065.378647723131118834391850,-6.134490002016887651658569743,-6.53995511012476744865243734,-1.21694513098655129693806273,-3.51953022398062843411584298,-1.82606087043059958867243429,-1742.222275373659573863247831,-7.23310229068496742795387728,-5.28719214162957006795387726,-6.53995511012499062158111050,-7.23310229068477248803465749,-2.54175440845577199285806781,-3.262954412638909525781826247,-6.54178163462244291724568483,-7.23310229068485137334168547,-3486.416981097638018760109936,-110.1263939290382173229630269,-4.01422646581666470923549260,-4.83520701788649845978131450
7,-2960.583340925324348387454021,-17972.53339836460065822595078,-5.35323435180471955860000000,-293.3541435840382265450008511,-1842.107059030397219842216257,-1212.538524941897137355862309,-15123.90485167558619884999191,-7600.243223864133198347969857,-9213.546663316034507955983609,-6080.085462363716879230921371,-2871.858992541671048719477517,-2934.864741934577825372653113,-2960.244875948232020148700721,-1682.927881310426751561394369,-1637.711246851569844542369080,-2962.280486277544667289303482,-3904.493919393656908693379407,-1643.434369524366166411258174,-2962.012647786998410358784678,-2272.164959422447014564349593,-830.8603882217518282422833862,-1699.530581943972962071765945,-1130.088581838375114260197727,-1742.447481842118944303644701,-1056.859259312815813535039283,-6.45258102598277839130304224,-6473.820612342272379282648646,-1994.412385010520137551916893,-1746.866018621779731390607406,-6345.002757981036673844892131,-1710.325939848111274491751595,-4080.047357432053852611385740,-297.7550599512083154820588700,-1182.877293625535078909859205,-1700.803463883907315246422622,-1757.408433269424864663948874,-1743.419505723773881126806232,-5.35323435180476158756874044,-538.1098030797765286530871481,-169.3691109199184490272221141,-2737.413467428297106312482064,-4949.716142424456863144979493,-29047.74337341955668973723645,-6.45184664047280103309852670,-1842.014886982512733724104387,-1839.631771859013078007166985,-1844.363183288662305134176786,-13270059060308563.09512416483,-4.84536728939334869996750865,-299.2417842107913348259008293,-2201.607857475711344846754393,-1.281370806813679117220342251,-6.16537938961026836215326466,-6.22390681792149523443985962,-2769.741621714091136853834970,-0.50308442844482660622155210,-5.35483277379231651318484996,-3.79656875730336355874352101,-2398.935962634684835362770408,-4.21957722579361600390725972,-1752.861839354463917941547912,-1219.478867616006427812104652,-1836.967215749633826526670641,-2386.246703465506414590499998,-2961.278030660851988076770618,-1842.330041249274536691670639,-1158.450552998358395574474228,-2965.719113509293722042483086,-50.94709387808586237008918033,-78.69767909709857864106259476,-313.5293641080638656891916696,-290.5312269215739687310309656,-79.84890451530127181364802280,-6.926489402160653460941500770,-194.3429317250895455284381766,-9317.697877795544008696831054,-1617.697895327233312803905949,-327.0232728285021764958876137,-692.8251983419633033910880408,-3.10797162076681807759174837,-1864.772062884665783754021116,-2874.041561571205909135056215,-6.45184664120873732894816202,-5.52505273867888929488598544,-1839.213691438421393207032729,-1841.760867969351541939639755,-1153.217615234942905753221959,-1692.292049413082887876323495,-1833.506774165398062153713900,-3549.870102740607069733446938,-1843.021710427581626578748425,-1839.878287307334014328748425,-1842.418946749236972478365975,-1839.333656676592936833788997,-1246.017517871167483962045600,-1834.512410965992134038560539,-1710.693340625097765788927338,-1839.234400678003461777082836,-1782.473924382048093040580915,-1935.396094940353919310022256,-7338.107253351313099506770738,-7539.326623412184177888911009
8,-6196178044414752.026528710797,-6196178044379789.504493945202,-6196178044389156.339204913607,-6196178044390410.027584240883,-6196178044339218.998337201787,-6196178044385914.407149048862,-6196178044424078.818255683267,-6196178044379772.526528276808,-6196178044375244.915960506410,-6196178044339094.509105892839,-6196178044348446.620463980523,-6196178044367498.366538340529,-6196178044413227.633505486828,-6196178044339188.792339996523,-6196178044339224.357106927183,-6196178044414717.842690377901,-6196178044362806.696815617843,-6196178044340655.288044737455,-6196178044414716.848274502731,-6196178044361225.132393022441,-6196178044339215.524573255882,-6196178044339213.626708568080,-6196178044339215.907180997234,-6196178044370620.369152621454,-6196178044339257.941368555171,-6196178044375752.977438996204,-6196178044394396.478221614140,-6196178044339324.080466460898,-6196178044342880.528612561550,-6196178044387379.183671254723,-6196178044362614.681019844020,-6196178044385156.162943330348,-6196178044384555.091810938655,-6196178044340008.934694013048,-6196178044356571.010229224684,-6196178044362606.806624930620,-6196178044362213.744761148655,-6196178044378181.533255760584,-6196178044401660.007313216531,-6196178044370406.049607044550,-6196178044360673.761160769938,-6196178044416116.198165899203,-6196178044433862.883751928320,-6196178044362719.459893235718,-6196178044339221.271294725383,-6196178044339217.001697742632,-6196178044339217.404226871992,0.0,-6196178044373592.680688038302,-6196178044394588.656870075065,-6196178044361233.555336595679,-6196178044362693.463794269061,-6196178044377721.613505954422,-6196178044339339.562320807096,-6196178044446187.999202998339,-6196178044339246.221291923994,-6196178044386697.502287120062,-6196178044343098.689799688991,-6196178044373609.948982663103,-6196178044371591.873288712364,-6196178044353152.136095361046,-6196178044339217.233189480638,-6196178044339213.804999872903,-6196178044387230.157342199462,-6196178044414750.171485035579,-6196178044339217.460081205536,-6196178044385910.158222426657,-6196178044416529.437620395157,-6196178044360603.199928493254,-6196178044360737.001615816377,-6196178044364497.129443857415,-6196178044373900.445291897048,-6196178044344803.852785185044,-6196178044369864.209409230882,-6196178044395383.348538781041,-6196178044385341.369990122693,-6196178044351506.381733421836,-6196178044376168.957493821734,-6196178044378452.058634557224,-6196178044379735.057391720687,-6196178044348358.556744428883,-6196178044403486.690573521257,-6196178044387369.931617057169,-6196178044379615.125552607884,-6196178044339214.350877439944,-6196178044339216.875784753332,-6196178044339214.694159698167,-6196178044339215.381945097793,-6196178044339211.032498877901,-6196178044344717.479935089362,-6196178044339218.415404827158,-6196178044339215.329883907423,-6196178044339217.348000342119,-6196178044339214.993441802507,-6196178044339216.460425097447,-6196178044339209.747464514647,-6196178044339215.743886355332,-6196178044339214.808898969786,-6196178044348211.309293535451,-6196178044339321.434564856762,-6196178044349029.315988387314,-6196178044349128.549506799755
