-1.168048632460786090e-03,-1.756282080928466485e+03,-1.745010676947241848e+02,-5.835775281235672765e+02,-6.011451659404971224e+02,-6.349051252735090429e+02,-5.841396742016136159e+02,-1.997293996686895525e+02,-6.196178044343682000e+15,-1.707481814441511005e+02,-7.604356731365082567e+01,-1.557579275324601440e+03,-7.504069618558095272e+02,-3.783961487625325049e+01,-6.753004725530924013e+00
-2.559342820649348482e+02,-5.184096692531502626e+00,-1.247566146029734853e+02,-3.230282564067208284e+01,-1.077326145905280725e+02,-6.305340727783083743e+00,-7.459272408569102460e-03,-5.832357351455558359e+01,-6.196178044339102000e+15,-1.586522164155436485e+02,-2.227451896786383713e+03,-6.700453105835292433e+01,-7.983185808750387480e+01,-2.550002524774642097e+03,-7.665482269301396627e+03
-2.092333360283115326e+03,-3.877703269538163716e-02,-3.746878711624682410e+02,-8.986328656683372174e+01,-3.440032037798915532e+00,-2.411965584440889359e+02,-1.396946148470550781e+02,-2.540015667365209708e+02,-6.196178044341970000e+15,-4.516890545154517440e+02,-2.050495410264830753e+03,-5.120812404326192002e+00,-2.087864753981855586e+02,-2.108873124615507095e+03,-2.650861443324627544e+03
-7.858027549251351047e+02,-2.890416647323911015e+00,-2.265099907600373967e+02,-3.747605230905706009e+01,-7.311646925457146153e+02,-2.900727886678354572e+00,-5.696797513376263833e-01,-8.794087305312886826e+01,-6.196178044341554000e+15,-2.357038152230176706e+02,-1.972424112093012582e+03,-1.127761495349086873e+00,-8.478536200524543176e+01,-2.056855665041251086e+03,-2.265707666459937627e+03
-1.643914994146740582e+02,-1.090716801851457149e+03,-1.265809986938525981e+03,-1.161791069697144394e+03,-1.197541627981320744e+03,-1.275271547583067786e+03,-3.269168618922138947e+00,-1.229528344188506480e+03,-6.196178044340190000e+15,-1.272602291934351115e+03,-4.817271558387209440e-02,-1.157709244062859170e+03,-1.240328217672533128e+03,-4.711333053721193487e+00,-2.228951786111093497e+03
-6.198143868397983169e+03,-2.726753479551001647e+02,-3.920812224205158145e+02,-2.314072897988713180e+02,-2.872772339684999864e-15,-5.831913829276195571e+01,-3.802017850955745075e+02,-1.754278626813711526e+02,-6.196178044342909000e+15,-3.789527440810719554e+02,-7.574177822858360742e+03,-2.253903866977694292e+02,-1.009875636485958665e+02,-7.895082901340142598e+03,-7.663954771473201617e+03
-3.602862398892106626e+02,-4.072644411197078734e-02,-1.044034811496964039e+03,-1.088781491276635336e+02,-3.221171777913552248e+00,-5.175858456566447785e+02,-1.451865870301370478e+02,-7.772312404017412746e+02,-6.196178044341623000e+15,-8.337552490409209440e+02,-2.370132714437775121e+03,-1.239110749732371062e+02,-1.805535185524187511e+02,-4.196936080557454261e+03,-8.524727694640954724e+03
-1.449373178109313812e+03,-1.204955652871614741e-01,-4.163040805829514284e+02,-7.547877335764766826e+01,-2.249032752296996840e+00,-2.564351358804535153e+02,-1.291170155049116204e+02,-2.717069848458493198e+02,-6.196178044341955000e+15,-5.050970347178042630e+02,-1.450629488272935305e+03,-4.826096156673283843e+00,-2.609401790365789253e+01,-1.497800158693616822e+03,-1.800938435354232752e+03
-9.167190728568002669e+03,-1.457085411899701512e+03,-3.418757861878710855e+02,-1.671064290603142979e+02,-2.099258357821792288e+03,-9.836637170742270619e-01,-3.942666997815261993e+02,-1.178857441294255750e+02,-6.196178044343152000e+15,-3.302433103087217319e+02,-1.283187335494258150e+04,-1.426022376450493539e+03,-4.683067992192132545e-01,-3.350629175456169378e+03,-8.070336091987057443e+03
-1.091080161772642896e+03,-1.013042574264286233e-01,-1.185107613728439162e+02,-1.188434246629875091e+01,-2.455768466954398210e+00,-6.498570102079329835e+00,-1.502455481830550355e+02,-4.968668806475959343e+01,-6.196178044341975000e+15,-2.040976553877139850e+02,-1.940222069515701378e+03,-4.707256452782148770e+00,-1.281809552717804834e+01,-1.288523029118182649e+03,-1.212566659080877344e+03
