-58543.00644,-34441.35324,-32973.45293,-30594.65023,-28162.61911,-25810.61306,-24112.73414,-22862.24392,-21846.02004,-21056.52765,-20278.17467,-25334.27247,-25128.72009,-25025.04622,-24970.45515,-24937.75565,-24903.44009,-24854.62054,-24822.73486,-24815.19214,-24811.90688,-24811.32131
22,,,,,,,,,,,,,,,,,,,,,
