-2.629277158923546835e+02,-2.070241352348962209e+03,-3.356368931050134279e+02,-5.388336138806139388e+02,-3.204657296653754202e+02,-2.591866712775916426e+02,-2.350487415165297080e+03,-1.163058525651788477e+04,-4.971971572575440896e+19,-1.192329262724752681e+02,-6.087652434739710543e+02,-2.077956070454999848e-15,-2.010066081656794267e+04,-4.489005721048009933e+19,-9.461389177611994228e+02
-1.124186993754154537e+04,-1.321271619107032384e-02,-2.648931186551225210e+02,-5.797290996612153080e+00,-2.980191581457765437e+02,-7.383293933439535067e+03,-4.596206093164177275e+00,-2.836107942740248404e+02,-4.971971572575439258e+19,-5.738324068206446782e+02,-1.338990408774478453e+02,-9.701765032952382171e+03,-5.587335328538489421e+02,-4.489005721048010752e+19,-1.701634564269796499e+02
-3.472956458503879844e+02,-8.603282062383421362e+03,-4.399261308706826094e+04,-2.848844152739116453e+03,-2.048518659626758449e+02,-7.014283575563238628e+03,-7.149438539261092046e+03,-4.411568914578534168e+04,-4.971971572575442534e+19,-9.176875977193217793e+00,-1.106710143037549415e+03,-1.034084090839686144e-04,-4.594116476146744390e+04,-4.489005721048010752e+19,-7.136300619137447939e+03
-4.353239992512323511e+02,-1.225338466447992687e+03,-1.683435958980604846e+04,-1.766773292700000015e-15,-3.574189733885132796e+02,-1.301634924856177122e+03,-2.192694927042104609e+03,-2.743450716659149293e+03,-4.971971572575440077e+19,-2.873443094161758609e+02,-7.426275642068347338e+01,-2.993927097065408134e+02,-2.345722453377969578e+04,-4.489005721048009933e+19,-9.554368340828770556e+01
-1.411340270803052874e+02,-3.581986549870085582e+03,-2.383439047708778560e+02,-9.771828071771080886e+02,-3.293274338659028189e+01,-1.018952465430391044e+03,-1.884850803238912249e+03,-1.121286885256718415e+04,-4.971971572575440896e+19,-5.418945873890999796e-15,-4.370201947823388196e+02,-5.601353882581185673e+01,-2.705435762516181421e+04,-4.489005721048009933e+19,-1.387905178653579924e+03
-1.914408763621056275e+00,-2.301435910733505352e+03,-3.352928702319910315e+01,-1.244097887709755952e+02,-1.878919536845201890e+02,-2.666616476261923552e+01,-1.974151355861248931e+03,-1.125815380414187348e+04,-4.971971572575440896e+19,-4.029206578855594501e+01,-1.968382583571455768e+02,-1.594987562251914959e-01,-2.391758923801741912e+04,-4.489005721048009933e+19,-5.444340586558176938e+02
-4.884487327970700790e+03,-4.180813141141972551e+02,-1.579494438135584232e+03,-4.727562764937118232e+02,-3.486904406814093704e+02,-7.045996846651815758e+03,-1.162038506455233211e+00,-3.391165292300773331e+02,-4.971971572575439258e+19,-3.751994511610651228e-01,-5.933205490383495544e+02,-7.568785236639158938e+03,-1.873298032438215159e+03,-4.489005721048010752e+19,-4.938553509436941624e+01
-1.111347209148011871e+03,-5.282813052459540586e+02,-7.691250757145180614e+02,-1.474354541179216994e+03,-4.079169109578818393e+02,-3.285447169752687387e+03,-1.099816515307321083e+02,-4.403721472799999688e-15,-4.971971572575439258e+19,-6.799557494966114746e+02,-1.745960234105431027e+03,-3.790863290865726412e+03,-1.052171578165456367e+03,-4.489005721048010752e+19,-3.984906764718027148e+02
-1.532450793698000052e+04,0.000000000000000000e+00,-2.844323923399999785e+02,-4.386650642610000432e+03,-2.308067915510000148e+03,-1.253520795655999973e+04,-2.551380152199999998e+02,-2.348358261779999793e+03,-4.971971572575439258e+19,-2.637951577589999943e+03,-2.556322632909999811e+03,-1.440890238691000013e+04,-5.769543492499999502e+02,-4.489005721048010752e+19,-3.399567587899999808e+02
-8.223041801836510558e+02,-4.841734421618200031e+03,-1.833289452271240953e+04,-2.891912820333611762e+02,-1.416922712303367291e+02,-3.278498141574685633e+03,-4.239843091747202379e+03,-1.356941467275144169e+04,-4.971971572575440077e+19,-9.846010442319999635e-15,-3.564234902987278133e+02,-4.653187776572832490e+02,-3.141964671321738570e+04,-4.489005721048010752e+19,-6.943456986544453002e+02
-4.290190671010368533e+02,-8.674126290772968559e+02,-1.833663398878485896e+04,-1.560606680284035660e-11,-5.904587917060347309e+02,-9.087239283749165679e+02,-2.208807972814809091e+03,-5.691695420981211555e+02,-4.971971572575440077e+19,-4.030242378275277133e+02,-2.488558682684731238e+01,-3.859118072002148097e+02,-2.098392433565627289e+04,-4.489005721048009933e+19,-4.106036637405026113e+01
-5.673368375412266005e+02,-2.450561322361293605e+03,-9.252789719210892144e+03,-1.375017556052102519e+00,-2.171674242746488233e+02,-2.115299724606094856e+01,-3.880373507736933334e+03,-1.317368105570750413e+04,-4.971971572575440896e+19,-5.845624756113065246e+01,-6.452557407259908473e+01,-2.914694456761997010e-01,-2.808374532901669954e+04,-4.489005721048010752e+19,-4.098769561527509495e+02
-3.547277655615620461e+04,-3.646071883586220792e+03,-4.005600714344059816e+04,-1.296427870590746716e+04,-2.848498579851966133e+04,-3.257193909808614990e+04,-4.727303362436220679e-02,-5.277092306812437891e+04,-4.971971572575443354e+19,-3.233763569984384503e+03,-2.066351604673119436e+04,-3.455762333804374794e+04,-4.034688785375942098e+04,-4.489005721048013210e+19,-3.075358664102343820e+00
-5.084961821900000132e+02,-3.386174766720000207e+03,-1.662396034960000179e+04,0.000000000000000000e+00,-4.210314665999999875e+02,-1.442071658309999975e+03,-2.438604841450000094e+03,-1.173793782151000050e+04,-4.971971572575440896e+19,-2.537418784099999982e+02,-7.141183741999999768e+01,-2.250195099500000140e+02,-2.755667598610999994e+04,-4.489005721048009933e+19,-4.171590684500000066e+02
-1.734746700674286558e+03,-7.938044068091612644e+02,-1.389403076254943471e+03,-3.258343020531120260e+02,-1.014211265342566890e+03,-4.070332751572410871e+03,-4.255675468944713202e+01,-1.001504298780273643e+03,-4.971971572575439258e+19,-7.315456625105261992e+02,-4.824835236340174447e+02,-2.679353918485115173e+03,-1.679489992186402560e+03,-4.489005721048009933e+19,4.107295747704000100e-15
