-8.006757548522458467e-01,-9.005118005522772862e+00,-9.813048375338055394e+02,-2.921156522780883279e+03,-2.643390925288827566e+04,-4.177716130423820869e+04,-2.006793949942856270e+05,-1.403527761722480818e+03,-5.962894901566971884e-01,-3.628421656733087730e+04,-3.119459600172252394e+05,-8.608643430697051144e+02,-8.591118878761479039e+01,-3.206091116354657650e+09,-1.106164907085521372e+04,-3.161971385600218127e+03,-2.655989381656076512e+04,-4.151428121526097107e+10
-9.093126197977043148e+02,-4.900790456793801241e+03,-5.731977809132247330e+02,-4.660362707400148793e+03,-2.305506010383467219e+04,-3.865264564430914470e+04,-2.003345635641838599e+05,-9.955067357779802251e+02,1.000228753631699958e-13,-3.210623868317695451e+04,-3.161527995149797644e+05,-1.277616369752541232e+03,-4.068932203909315604e+01,-3.206087442765125275e+09,-1.574549806940271264e+04,-5.408383805383648905e+03,-2.316133243383785157e+04,-4.151427896032939148e+10
-1.969382095938838802e+03,-3.119250911199455004e+03,-2.757525131807182333e+03,-1.071595955716428428e+01,-1.690954144953550349e+04,-3.366231726052828162e+04,-2.264366104475302272e+05,-2.213062394165711521e+04,-8.751500342768141536e+02,-2.493350305700780882e+04,-5.808864886666883249e+05,-1.763947207294940881e+03,-1.279512586992125534e+03,-3.206080211183387280e+09,-7.830875382493923098e+03,-2.218823281427468965e-05,-1.690748176181707822e+04,-4.151430869653147125e+10
-6.446484046734011827e+03,-3.237033273023645961e+03,-2.835935891970890680e+03,-1.671117453044777790e+01,-2.467887673851902946e+04,-4.128881328169869812e+04,-2.324474291212965909e+05,-2.236933811517138383e+04,-2.010000186763178135e+04,-3.278429699474723748e+04,-2.123588865441929374e+05,-1.843528991116650786e+03,-1.129605158774063602e+04,-3.206088073189167976e+09,-7.580272504816679429e+03,-5.526232253796692244e-08,-2.464949873171406580e+04,-4.151432754280267334e+10
-2.551175753041233475e+04,-2.154926765691037508e+04,-1.330405635048400472e+04,-2.116944211967626688e+04,-1.244734526800531249e+01,-1.690450978896781089e+04,-4.381455057485238067e+05,-1.044135555693331480e+04,-6.311989617132661078e+04,-8.035880149410595550e+03,-7.339986754969436442e+05,-1.641083525407496927e+04,-2.245083760720929786e+04,-3.206063287747923851e+09,-1.835230623697966803e+04,-2.198304270745469330e+04,-3.928144802832556542e-06,-4.151452096806781006e+10
-2.730552721121729337e+04,-2.333649137258388873e+04,-1.506699983646944020e+04,-2.287895328349303236e+04,-1.803917071077223000e+03,-1.062015587729709836e+02,-4.184242940657713334e+05,-1.220122863902550307e+04,-6.434285899936995702e+04,-9.825467748921904786e+03,-7.462589651072864654e+05,-1.819485814870542526e+04,-2.399803230260737837e+04,-3.206026946335187435e+09,4.237089209874999993e-15,-2.100653385857854300e+04,-1.808568164018119887e+03,-4.151452409044295502e+10
-3.603513427491480252e+04,-2.293350021670491333e+04,-2.248925240838834725e+04,-6.496935398182155041e+04,-7.236581796745734755e+04,-1.102269523780976888e+05,-6.491366479767013516e+04,0.000000000000000000e+00,-7.552796639692829922e+04,-9.322996768012884422e+04,-3.802310343577888852e+04,-1.377507000948296081e+03,-3.129844260345143994e+04,-3.206160607348906517e+09,-1.191781934671855415e+05,-7.682724266656918917e+04,-7.255167937801864173e+04,-4.151397009279394531e+10
-2.214940433859735094e+03,-6.216922937013360752e+03,-1.113213331768602757e+03,-5.945709252839530564e+03,-8.991084436818957329e+03,-2.587921414716455183e+04,-1.930570572182172909e+05,-1.510157020669132407e+03,-9.012800886332070149e+02,-1.701874792953117503e+04,-4.886197634523434681e+05,-1.825900889300050494e+03,0.000000000000000000e+00,-3.206072251546251774e+09,-2.235411937148289871e+04,-6.299855883556660956e+03,-8.894457644622725638e+03,-4.151426614270539093e+10
-1.127128975222846520e+03,-6.541954246470872022e+03,-4.751944324466627222e+03,-3.775951822089883535e+03,-3.957211122874671128e+04,-5.381648307402738283e+04,-2.073083305609759409e+05,-5.698701490893432492e+03,0.000000000000000000e+00,-8.221292344972467981e+04,-4.402838722518740688e+05,-5.371059686795855669e+03,-4.268779063480520222e+02,-3.206104992962657452e+09,-1.166605158371931975e+04,-3.820267893995080613e+03,-3.975784478477454832e+04,-4.151430465867033386e+10
-3.116490307358790960e+04,-2.717842522784879839e+04,-1.894362805706746076e+04,-2.679942892828736876e+04,-2.695280621019393493e+03,-2.253057761174518964e+04,-4.511543859080129769e+05,-1.606866280043315783e+04,-6.875186127074406249e+04,-1.366271316409432075e+04,-7.978039235873812577e+05,-2.204264355899536167e+04,-2.810012532053534596e+04,-3.206068942046070576e+09,-2.408368193342578525e+04,-2.761943610578470179e+04,0.000000000000000000e+00,-4.151453214869975281e+10
-3.118482622993615223e+05,-3.157761187444741372e+05,-5.132339637677795836e+05,-2.359816952124655290e+04,-8.683638537938544760e+05,-9.059051240972622763e+05,-7.356995225924073020e+05,-7.956051655441242037e+05,-4.567988482630314538e+05,-8.891226855819586199e+05,0.000000000000000000e+00,-2.929395535757609759e+05,-5.321434833180101123e+05,-3.206956842518477917e+09,-5.034338485314065474e+05,-1.881444844691994513e+04,-8.683559706986359088e+05,-4.151476696937869263e+10
-9.793905278721476861e+02,-4.782334988332215289e+03,-7.604272804727831847e+00,-4.112176352734895772e+03,-1.875708082072599063e+04,-3.458516576082287065e+04,-1.997393491292183462e+05,-4.476600003607043163e+02,-1.360647787643141271e+01,-2.747880334385213428e+04,-2.922068992383714649e+05,-7.165619323058604095e+02,-4.996749660495072897e-04,-3.206083019639576435e+09,-1.497525980499979232e+04,-4.862407472461813086e+03,-1.884937923274259083e+04,-4.151427085577460480e+10
-1.125691199399940388e+03,-3.690975252352614007e+03,-3.279947268636076842e+03,-5.321450068141994052e+02,-2.431603007369156694e+04,-4.023707671966539783e+04,-2.061456669658196624e+05,-6.978526875986290179e+03,-3.714700217299999852e-15,-3.261876934295089814e+04,-5.477096754022432724e+05,-2.286224349739122772e+03,-4.203192157152760728e+02,-3.206087885710549831e+09,-8.372542537858351352e+03,-5.179486401749418292e+02,-2.438101952921583143e+04,-4.151429552967033386e+10
-2.905979972834878208e+04,-2.519548085352175258e+04,-1.658863559777157570e+04,-2.432930133186396779e+04,-3.615188550709699030e+03,-1.077701985527023112e+02,-4.307286240577846766e+05,-1.401376497532245958e+04,-6.585255412068901933e+04,-1.170060170354813818e+04,-8.303626623232994461e+05,-2.005344263189279809e+04,-2.557608139768916226e+04,-3.206026948452456951e+09,-2.659999999999999836e-15,-2.193880139945250630e+04,-3.679636004125334694e+03,-4.151453817552214050e+10
-7.258313956661562770e+03,-4.070463452071268421e+03,-3.654653542533973450e+03,-8.434101758093491981e+02,-2.289824008863065046e+03,-8.486037166474854985e+02,-3.229101673331218772e+05,-1.267601491777720003e+04,-2.113434450361608469e+04,-1.033186676085554427e+04,-6.050875060169042554e+05,-2.662232223686245106e+03,-1.211355225079769843e+04,-3.206027684409016609e+09,0.000000000000000000e+00,-8.270207643762397538e+02,-2.306198963925480257e+03,-4.151441921253257751e+10
-6.427404439652055771e+03,-3.229124642758036771e+03,-2.815935491763208120e+03,-2.229541409178464306e+01,-2.724469442503930986e+04,-4.383245537680317648e+04,-2.352854012064916897e+05,-2.240196019327602698e+04,-2.024298849641189372e+04,-3.532886683723005262e+04,-1.625654149801514577e+05,-1.821057330093884957e+03,-1.129408888506174480e+04,-3.206090635871056080e+09,-7.779949726291654770e+03,-2.076006431917805087e-10,-2.723621486875847040e+04,-4.151433118313747406e+10
-2.552357118933678430e+04,-2.154512630097315559e+04,-1.330697731110199857e+04,-2.116529267251887359e+04,-9.060223588657605021e+00,-1.689551853972575918e+04,-4.381955037122801295e+05,-1.043603004651344781e+04,-6.313646300610060280e+04,-8.028160394162335251e+03,-7.425899392544074217e+05,-1.640626036222442053e+04,-2.246555702392936655e+04,-3.206063308684271336e+09,-1.842487961899591392e+04,-2.198542040166076549e+04,-1.162037447434460699e-04,-4.151452103654238129e+10
-9.689432247995302896e+04,-8.378360345717231394e+04,-8.337429226700792788e+04,-1.258299579325375089e+05,-1.332444361216921825e+05,-1.710742605326767371e+05,0.000000000000000000e+00,-6.084112096225676214e+04,-1.363817958299052552e+05,-1.541130603650880221e+05,-9.887103004777389287e+04,-6.222666650606397889e+04,-9.215195936704576889e+04,-3.206221451168217182e+09,-1.801155116192535497e+05,-1.378414832484731160e+05,-1.334520064363691199e+05,-4.151403093107005310e+10
