-3735.123304,-1962.948465,-1927.517312,-1869.410437,-1772.137208,-1629.712055,-1459.224132,-1323.349359,-1238.454382,-1172.91195,-1126.678236,-1086.268162,-1035.899997,-992.3093962,-962.3514674,-940.6631359,-923.9358681,-913.8026345,-907.7719752,-905.0692754,-902.9065058,-900.3504975,-896.9449371,-896.8661542
24,,,,,,,,,,,,,,,,,,,,,,,
