-4664.978502,-3262.30463,-3163.007793,-2968.075691,-2708.164114,-2514.177928,-2425.013195,-2359.677145,-2297.015971,-2555.296138,-2504.393568,-2458.614548,-2416.565521,-2383.713892,-2363.345202,-2351.737551,-2344.464799,-2338.427521,-2333.242464,-2328.118789,-2322.984648,-2317.917998,-2313.794621,-2661.744266,-2288.166983,-2329.324964,-2269.415106,-2260.257498,-2139.757818,-2164.113431,-2245.431333,-2129.281001,-2123.467642,-2236.499212,-2236.408015
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
