-1.965979937738914218e+00,-1.410048684831666455e+00,-9.900095290175482177e+00,-2.861216650447574672e+00,-3.032364932399307822e+00,-3.108652758530543014e+00,-3.151950067083116647e+00,-2.395342916754798601e+00,-1.898457300408984638e+00,-1.703591998936529794e+00
-2.242291377475363667e+00,-1.760558821311818622e+00,-2.698701257433760325e+00,-2.028720896286989372e+00,-5.231184967380285045e+00,-1.341962002011275912e+00,-2.651411479952980876e+00,-2.230567242981513321e+00,-3.214352218300968289e+00,-3.265968772225196659e+00
-1.880421534315061871e+00,-1.826023661651325014e+00,-2.541426211416091263e+00,-2.841586108892213858e+00,-2.076676420524861566e+00,-1.509766459213839118e+00,-4.803344882046785003e+00,-5.537683800379571863e+00,-3.800592932009273284e+00,-1.780633589319162047e+00
-4.085287487201277656e+00,-2.472621763328819444e+00,-1.606773552323207399e+00,-2.567116612512283957e+00,-1.972541782936240384e+00,-2.279204966449553282e+00,-2.240833714249136133e+00,-1.710660394378371807e+00,-5.080682433398125752e+00,-2.444979137690688642e+00
-2.233968306569758422e+00,-1.692883367763980296e+00,-3.197335654572915242e+00,-1.946931306817616614e+00,-3.827136783891704752e+00,-2.260483869092707376e+00,-1.643114848351541646e+00,-2.584602357228777958e+00,-2.140695516452966185e+00,-4.352145814191013429e+00
-5.449783894142080420e+00,-1.619560499604618231e+00,-2.864841129021297395e+00,-3.016883851737925060e+00,-1.888858944333842382e+00,-3.932307618463196430e+00,-2.159082195921169234e+00,-3.236270028686266897e+00,-1.544633587321317281e+00,-1.878642632572272708e+00
-3.813330459765752689e+00,-2.663511676883725254e+00,-1.614912853609467458e+00,-3.203833041356364042e+00,-4.812414963650683219e+00,-1.703422490055435112e+00,-2.547355325577037810e+00,-2.575657091683045685e+00,-1.469358623490912619e+00,-2.363871583857164893e+00
-2.022841823967080011e+00,-3.519497191507923173e+00,-3.684618792405901289e+00,-2.080809159132471553e+00,-2.534211605821874880e+00,-3.077404012148499568e+00,-1.858954024947508721e+00,-2.567687641889839778e+00,-1.389906288480210250e+00,-2.511814911273767326e+00
-2.191634963283189741e+00,-2.262152817152481177e+00,-2.031051223467951417e+00,-3.276787429101588600e+00,-3.414918890478104707e+00,-1.665951664726792458e+00,-2.915311430970916717e+00,-2.036207332929455216e+00,-1.946304088119671372e+00,-2.721248914444585942e+00
-3.484721645683610092e+00,-1.588860418853261125e+00,-1.867492418767688456e+00,-2.746518375340115892e+00,-2.394297863989634845e+00,-2.444652073266335268e+00,-2.128664757683941477e+00,-2.412755721846662649e+00,-7.377554304169565036e+00,-1.836741590482738218e+00
