-3735.123304,-1962.948465,-1927.517312,-1869.410437,-1772.137208,-1629.712055,-1459.224132,-1323.349359,-1238.454382,-1172.91195,-1126.678236,-1086.268162,-1035.899997,-992.3093962,-962.3514674,-941.047779,-924.527924,-913.3458883,-907.4280571,-903.6856861,-909.9715569,-900.2688403,-899.0208901,-896.5132972,-895.6127581
25,,,,,,,,,,,,,,,,,,,,,,,,
