-21507.96813,-13803.47909,-13546.80645,-13003.23583,-12123.09007,-11083.41402,-10137.65591,-9445.469907,-8983.002872,-8654.022425,-8308.964914,-7919.149178,-9526.68346,-9368.3668,-9256.034483,-9191.799942,-9168.048008,-9162.458472,-9156.703924,-9145.467462,-9136.897685,-9133.867648,-9132.479771,-9131.343329,-9129.394152,-9125.788724,-9121.319865,-9117.16334,-9109.839822,-9111.395361,-9111.237588
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
