,ManNAc(b1-3),Gal(b1-3/4),Fuc(b1-6),GlcNAc,Fuc(a1-3),Man(b1-3/4),GlcNAc(b1-6),Neu5Gc(a2-3),Gal3S(b1-4),ManNAc(b1-2),Fuc(a1-2),GalNAc3/4S(b1-4),GlcNAc(b1-3/4),GlcA(b1-3),Gal(a1-3),D-Alt(a1-3),ManNAc6S(b1-2),L-6dTal(a1-3),D-Fuc(a1-3),D-Fuc(a1-6),Neu5Ac(a2-6),GlcNAc(a1-2),Glc(a1-3),GalNAc(b1-4),GlcNAc(b1-4),GalNAc(b1-2),GlcNAc6S(b1-2),GalNAc3S(b1-4),Fuc(a1-6),Man(a1-6),Neu5Ac9Ac(a2-6),Neu5Ac(a2-3/6),D-Fuc(b1-6),Man(a1-2),Gul(b1-4),Man(a1-3/6),Neu5Ac(a2-3),Neu5Gc(a2-6),Gal(b1-3),Xyl(b1-2),AllNAc(b1-6),Glc(a1-2),Kdn(a2-3),Gal(b1-4),Kdn(a2-6),Man(b1-4),Man(a1-3),GlcNAc(b1-2),GlcNAc(b1-3),L-6dGul(a1-6),Xylf(b1-2)
0,-37.62146117367429788074921486,-13.62808722419761179435753756,-5.994549473703746852177525374,-542.0610471972492701214990203,-4.600532664611210188526917744,-35.24426813846088350473725836,-2.769423920461289715138722864,-38.45660853522595801114260680,-18.16829989584921956747402762,-3.908795157837310835612821704,-45.94589135337095914428283228,-6.412445142314726076956094334,-5.988224076361761197406632564,-49.34532567962654733216728998,-5.998538743950395091908983234,-22.94318144461093481801498302,-5.988279213767600145839971284,-17.75733879679062022897778083,-5.995240477451766486980266574,-4.383134870508030318722320334,-45.31899327350693450275720634,-4.889633925027803711308281994,-5.142391302690683857457696274,-22.55655776900231837460669341,-1.004764696296130090864155914,-5.988372863745703474906041424,-5.988223391786932540965671974,-22.43013337544366903376672159,-2.227248699792900606523594284,-8.315205083592527136898693398,-49.54034164440570148020744865,-36.30135896741608959308142348,-4.900393204812737292641144364,-3.469366227875589600897652794,-27.66613395305949677236298762,-13.44399960532070675587996285,-20.33072559485616369624449428,-46.40946853186200402137188041,-9.592404369787690636167149874,-62.95042010029479524196948513,-5.295077376730236529341615354,-16.28928166750547802881756240,-48.01364181463883189833613095,-7.050871349031057484769779834,-47.69876488384031274403277904,-33.10884891173469577833648905,-14.39326024169196764055586440,-1.076069569026778494661412704,-10.38033771875938058357862454,-5.991680733481024368640249494,-62.18447218416823803757747623
1,-20.31004487338467305453992368,-5.092379865612316314020610597,-36.26575990761811862716523317,-627.4347818774005731479298885,-3.597998947712991364677783327,-5.785286733209852649513185047,-16.53594427276404008156601226,-13.90890389951413799924083044,-4.686675992257095269739565187,-30.03409509929139860525223648,-15.15679106284812338444609373,-5.488484718274633770361957807,-19.78470518632040939133333552,-17.53643015053771422298338950,-10.39381787887342793338384839,-51.95140343479546985555939539,-81.52328038637913433849405311,-39.16879554594617278740835124,-38.72407137622922659572326420,-5.787080601573346397296762217,-13.65029679764844129827251538,-15.44804201737682271071047212,-5.207111475767273463439219577,-4.177759719774007251443660147,-16.26015290046110713270266745,-22.61824341108593611170069617,-21.94009856733465335259315466,-5.785286642671796692482993437,-34.15230562411188146080318024,-4.471253762201981202880864537,-16.55097643555767815906285469,-9.552544365166627037996045927,-34.98878995852014853580233272,-3.539797563146863333424684317,-5.785286570718214696291300017,-14.01401232333986287241603281,-10.38202601335915268956164031,-15.25257633876704194877347185,-3.425321817367106245185074907,-12.75353010979946200373685564,-25.27127489368880250000327623,-5.777986469789775075293844727,-14.46418678935678965489152421,-0.616861008362099598229190797,-15.69457871700147759531978508,-1.190166720198683622418268347,-28.15807850582453420783348104,-17.14286210651181575805561185,-17.71677280349313874615037559,-39.35174579019864859056665854,-17.78055200550817089708200278
2,-42.04395619796372139046743434,-31.65807606370643511450898665,-9.857024679149962950318768004,-370.5144607204177085465385219,-7.274250832604824882669530504,-61.54878178398781105086202717,-12.17362338219302560023171264,-38.75492624372843527374232265,-27.95171773863679759399568295,-13.92572417160754122465282111,-39.68062522722895202206551644,-15.23571975585496961298405260,-22.83472200758503888564021882,-40.31477405682064834355591861,-9.679890043364137907284407764,-4.790093495517347638958065054,-14.58056626121935739678177834,-4.790382312529964673421261304,-9.753563230171274271796707024,-8.541574144733986256754286144,-41.86700973070371122884393794,-16.93374311777378116796262759,-14.41776183711441156303614946,-34.10940798655982425080081189,-12.86376136883121108782798640,-18.61910755450560243286777502,-21.32966023023435460167271435,-34.79817161138896506988503419,-9.431298350022601168797282284,-20.46643021285147897477435695,-41.54742435499919262254418025,-37.12598408590177993917990765,-8.228659489606727523344629764,-3.743803042060712321724785194,-60.57667737073593184570561471,-3.139507333658246615739314054,-10.42947946577048426971521012,-40.45869877689764934104956458,-14.15679926192801883989377791,-48.10991893157153265588606393,-19.03002030607096230596563552,-20.96829279221005348630638439,-40.19100644395972284070219958,-9.062468035512311634970781124,-40.00219804165319958443951064,-83.10713528352189340092881152,-0.089645389273199870928979754,-7.483364711019345905970014154,-17.31622653373601935405375436,-10.45914636874285849133768176,-55.40993357551603695527183419
3,-48.17923197685364604356013388,-52.12294395925463407963987890,-16.90620430689221509086529094,-0.000001395885019841063016119,-16.76934877173182583331359737,-58.50626485837648685416143552,-39.84384229779466673701230491,-33.03204722234934973275339322,-35.58363238763150385527114210,-55.82854387200071731744160381,-38.38025812391381147236992725,-38.72607295487555948821442275,-39.21042175192112194293641337,-36.22239651951193855044790449,-32.67443536285485195900924308,-105.9266404005678294807466930,-100.2753687714642688362794418,-92.42944430201354308479289692,-17.02235764117758982203285934,-16.11665686828446198712077901,-32.51524187465587032246715621,-40.81168537332218091291853864,-31.34080183302669061137518992,-39.91944930902184713566863812,-24.35997412502332947276956699,-61.04017465097856142665462886,-53.31046478895208489062493147,-37.24916844170946599490751664,-14.44993306744570280727201551,-31.33228785504992450427760693,-34.73048647285821187215366353,-32.55530600794612394512975545,-14.28813812526236524371861212,-28.82160988807358148301277705,-40.17448454489712488647588823,-45.35156438476315493510039417,-33.52126979026830336788286131,-33.96468075495386181395781240,-33.26480913527109690888849612,-49.13439554057381574623251859,-48.46000900748227762999766295,-31.40214279942325255507826286,-33.53779665765206965802135547,-36.35984252726670435585346753,-34.03982390012013436996570392,-65.15093567136946584549020252,-55.35463464262070062749072822,-40.99011923122960428948704424,-37.55289366956381182674015754,-19.33301490096238598350095184,-53.94055013962018478144244445
4,-5.482747162474568069415016453,-41.17135691635513341217284280,-92.81138368867517076744656510,-259.3477711997362073185323081,-28.02112214725193069821358601,-21.11302090462980917528134444,-12.15150022563095413506989573,-3.180191223340250624661733023,-46.62099858492634776848894645,-34.63575037410959840498102996,-3.873325781218417686293685913,-14.33125102394546338788368624,-84.10539628255248642981151059,-4.096454279419287008341771613,-3.180884529245916874137605773,-21.42497659518131344310783227,-32.85061917588649443790268033,-13.65919871996979378656209863,-95.10790273987386864883282869,-50.97854285318094593607429918,-2.710181945095362109316235263,-23.21665161232869374177473414,-5.602390103523473498567090203,-10.13436705062945530890294039,-9.332762417106569531128966961,-14.29708487300547553195017747,-46.83569472089331564144174567,-44.86798919058351208471128066,-92.15139774540800434365546959,-0.753756067662892221231999703,-5.482767782241819781640929573,-4.102247912331203160207780103,-93.42235270667813443560439449,-3.367274804341165960041726243,-50.43136223239163590215772259,-3.726765854404341871318569513,-1.986652536996730902289385233,-4.096471644711085534280421033,-6.444749983906341470059856673,-4.790070253101644332144507193,-18.60640430059282937620129165,-4.793286530146770146217460183,-4.096494844764892517692122543,-11.50532263891581306967109522,-4.096464737070383331335721963,-48.03412171618080075367231144,-11.18374295383400349344400982,-13.12739637114422625765169446,-3.181400819627155645328784933,-94.58880342053940120540740309,-4.789602576590811908067819913
