-3852.194917,-1925.375198,-1853.876774,-1724.307161,-1521.306449,-1284.485941,-1050.993261,-894.7231045,-827.7032357,-796.4522894,-775.3879107,-757.06274,-738.7590453,-719.467627,-698.8497761,-678.0613975,-660.9250648,-650.5473861,-644.8893754,-641.0212501,-637.3403087,-633.8228043,-630.8622232,-628.459466,-626.4850725,-624.8556572,-623.4836724,-622.2292787,-621.0272715,-619.9671195,-619.0952588
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
